"Quest","Quick Walkthrough","Detailed Walkthrough"
"https://en.uesp.net/wiki/Skyrim:Dragon_Seekers","Speak to Farkas or Vilkas about work. Travel to a dragon lair. Kill the dragon. Talk to Farkas or Vilkas.","After completing the quests Glory of the Dead and Dragon Rising, talk to Farkas or Vilkas and tell him that you're here for work. He will tell you that he doesn't believe in dragon stories and wants to see a dragon for himself. He mentions that he heard there is a dragon at a dragon lair.  The exact location can be any dragon lair and will be randomly selected. Eastmarch  Falkreath Hold  Hjaalmarch  The Pale  The Reach  The Rift  Winterhold   Bonestrewn Crest  Ancient's Ascent  Eldersblood PeakSkyborn Altar  Shearpoint  Dragontooth Crater  Autumnwatch TowerLost Tongue OverlookNorthwind Summit  Mount Anthor Once you reach the predetermined dragon lair, you will find a leveled dragon. Kill the dragon and then talk to the quest-giver. He will thank you and give you a leveled sum of gold. He will then say he wants to stay for a while and honor it. Reward[edit] Levels† Reward‡ USLEEP Reward   1–9 100 100   10–19 150 150   20–29 300 200   30–39 300 250   40+ 300 300 †Level is based on when the player completed the previous quest (or level one for the first quest), not the player's level when receiving the quest or its reward. ‡The reward amounts for radiant Companions quests do not progress as intended.  The Unofficial Skyrim Legendary Edition Patch, version 3.0.3, fixes this bug.  (details)"
"https://en.uesp.net/wiki/Skyrim:Dragon%27s_Breath_Mead_(quest)","Speak to Olda in Dragon Bridge. Find Dragon's Breath Mead. Give the mead to Olda or Horgeir.","The Intervention[edit] Olda lives in Dragon Bridge with her husband, Horgeir, who owns the local lumber mill. You will find Olda at Horgeir's House. If you talk to her about her husband, she will complain to you: ""He promised me, swore on his ancestors, that he'd give up the mead. And what do I find out? He's been stashing drink in a cave nearby. He even has some wolves guarding it. I swear, I should just cut out his tongue. That would be the end of it."" If you are willing to help get her husband's stash for her, she will only ask you to bring her the bottle of Dragon's Breath Mead, Horgeir's favorite. The secret stash Dragon's Breath Mead[edit] Take the road down the hill. Before the bridge go right, past the mill, and across the river. Head west on a rough trail and you will encounter some wolves, and possibly a bear, along the way. At the end of the trail, you will find an overhanging rock guarded by three wolves. Beneath the rock is a crate holding the Dragon's Breath Mead along with one bottle of alto wine, six bottles of Nord mead and two bottles of wine. You are free to take every beverage there. For Your Trouble[edit] Return to Olda and give her the mead. She will reward you with some gold, saying: ""If my Horgeir doesn't give up the mead this time, I'll hit him over the head with it."" You may instead choose to tell everything to Horgeir and return his favorite mead to him. He will regard you as a real friend and show you ""how to block a punch that might be coming from some angry spouse"". You will gain a one-point boost to your Block skill. However, if you choose to help Horgeir, you will fail this quest."
"https://en.uesp.net/wiki/Skyrim:Dragonborn_(quest)","Survive the cultist attack and find a note on one of the bodies. Speak to Gjalund Salt-Sage at the Windhelm docks for passage to Solstheim. Travel to Solstheim onboard the Northern Maiden. Ask the townsfolk of Raven Rock about someone named Miraak. (Optional) Investigate the shrine situated at the Earth Stone. Reach the Temple of Miraak.","A False Dragonborn[edit] Once you have completed The Way of the Voice, you will be approached by a pair of hostile cultists at the first city or town you enter. These cultists will question you, ""You there! You're the one they call Dragonborn?"" You have several dialogue options with which to respond: ""You there! You're the one they call Dragonborn?"" Player Response Cultists' Response   ""Yes, I am Dragonborn."" ""Your lies fall on deaf ears, Deceiver. The True Dragonborn comes... You are but his shadow.""   ""The Greybeards seem to think so."" ""Then it is too late. The lie has already taken root in the hearts of men. So we shall expose them to the falseness in their hearts by tearing out yours, Deceiver!""   ""I don't know what you're talking about."" ""Your lies fall on deaf ears, Deceiver! We know you are the False Dragonborn! You shall not stand in the way of the true Dragonborn's return. He comes soon, and we shall offer him your heart!"" No matter what dialogue option you choose, however, the response will always end with the cultists' saying: ""When Lord Miraak appears all shall bear witness. None shall stand to oppose him!"" You also have the option to walk away from the cultists. Doing so will cause them to taunt you: ""You cannot escape the truth. You cannot escape the True Dragonborn! When Lord Miraak appears all shall bear witness. None will stand to oppose him!"" Whether you engage in dialogue or walk away, the cultists will attack you. Once they lie dead, search them for the cultists' orders. This now initiates the actual quest and directs you to speak with Gjalund Salt-Sage at the Windhelm docks about passage into Solstheim. The Northern Maiden[edit] ""If you're looking for passage to Solstheim, you won't find a finer vessel than the Northern Maiden."" Once you arrive at the docks, head over to a boat called the Northern Maiden and speak with Gjalund Salt-Sage about passage to Solstheim aboard his vessel. You will have different dialogue options with Gjalund depending on your status with the cultists. If you have not yet encountered the cultists, continue reading onward (see notes for further information). However, if you have encountered them, skip to Finding Answers section below. Approaching Gjalund, he will proudly state, ""If you're looking for passage to Solstheim, you won't find a finer vessel than the Northern Maiden."" From this you can choose to either ask how much the fare is (250 gold) or to further inquire about the island. If you choose to question him about Solstheim, he will exclaim ""Surprised you've never heard of it. It's an island northeast of here. Has a small dark elf town called Raven Rock and a handful of Nords living in Skaal Village. People don't usually sail over there unless they have a particular reason. It can be a pretty rough place."" Once you pay the fare, he will tell you ""You've got yourself a ship. We'll cast off immediately."" If you change your mind, he will sternly say ""Suit yourself. I'll be here if you change your mind."" Finding Answers[edit] Note: This section refers to dialogue options if you have previously encountered the cultists. Having already encountered the cultists, approaching Gjalund will have a somewhat different response: ""If you're looking for passage to Solstheim, too bad. I'm not going back there anymore."" From this point onward you have several dialogue options to choose from. If you choose to ask him if he's the captain, he will suspiciously confirm ""Sure. Yeah. That's me. Why? Who sent you?"" Stating that you were attacked by the cultists, he will exclaim ""Now hold on! That wasn't my fault... I didn't know they were going to attack anybody. I don't even know how I got here."" Further questioning him will lead him to tell you ""It's hard to explain... I remember those people with the masks coming on board, then... Next thing I remember, I was here and they were gone. That's not right, losing whole days like that. There's been something strange going on there for a while, but after this... I'm done. I'm not going back to Solstheim."" If you try to convince him otherwise, he will object ""Have you been listening to me? I'm not going back there."" You can also inquire about Solstheim, to which he will answer ""Surprised you've never heard of it. It's an island northeast of here. Has a small dark elf town called Raven Rock and a handful of Nords living in Skaal Village. But I'm not going back there. There's something wrong about that place."" Leaving the conversation and approaching him again, you will be able to tell Gjalund again that you need a passage into Solstheim, to which he will respond ""I already told you, I'm not going back to Solstheim."" However, now you have several dialogue options available at your disposal: Option  Dialogue  Reaction   I'll pay you double your usual rate. (Give 500 gold) Passed: ""Well... a man's got to make a living, after all. Fine. We'll cast off immediately.""Failed: ""That's a tempting offer... when you actually have the gold, I might be willing to consider it."" Passed: Passage to Solstheim.Failed: Back to dialogue options.   You owe me. Those cultists you brought here tried to kill me. (Persuade) Passed: ""Alright, you have a point. Taking you back to find out who sent them is the least I can do. Besides, maybe you can put a stop to whatever's going on over there. I owe them a bit of payback myself.""Failed: ""Look, I'm sorry about your troubles, but I've got to look out for myself. I'm not going to risk it."" Passed: Passage to Solstheim.Failed: Back to dialogue options.   People are trying to kill me. I'm not taking no for an answer. (Intimidate) Passed: ""Hold on, now. I'm just a simple sailor. I never wanted to get mixed up in any of this. Alright, I'll take you. But we leave immediately.""Failed: ""Yeah, well, and I don't want them trying to kill me. So the answer is still no."" Passed: Passage to Solstheim.Failed: Back to dialogue options.   I'll be back. ""Whatever you want. The answer isn't going to be any different later though."" Ends dialogue. After setting sail, you will arrive off the coast of Solstheim and a short cutscene will play as the boat docks in Raven Rock. Gjalund will comment, ""Well, here we are. This is Raven Rock. Can't say I'm all that glad to see it again. Good luck. Maybe you can figure out what's going on around here."" The Northern Maiden will then arrive into port shortly afterward.  An Outlander on Solstheim[edit] ""I don't recognize you, so I'll assume this is your first visit to Raven Rock, outlander. State your intentions."" Upon arrival at the docks of Raven Rock on Solstheim, if you have never been here before, you will be approached by Adril Arano, the Second Councilor of Raven Rock. At this first meeting he sternly greets you with, ""I don't recognize you, so I'll assume this is your first visit to Raven Rock, outlander. State your intentions.""  Depending on quest actions, you are given two or three options to reply to him. If you have already started the quest, you can question him if he knows someone named Miraak, to which he will reply, ""Miraak... I... I'm not sure that I do."" Further questioning him, he will respond ""I... I'm unsure. I swear I know the name, but cannot place it."" Pressing him further about the issue, he will then reveal, ""I don't think so. I'm not... The name has something to do with the Earth Stone, I think. But I'm not sure what."" This now gives you the optional objective to investigate the shrine. Regardless of which, Adril will then depart the conversation by saying ""Just remember, Raven Rock is sovereign territory of House Redoran. This is Morrowind, not Skyrim. While you're here you will be expected to abide by our laws.""  The location of the Earth Stone is almost directly west of the docks, a short distance away from the settlement of Raven Rock. However, visiting the stone itself is purely an optional objective and is not necessary in order to advance through the quest.  The Earth Stone[edit] ""Here in his shrine, that they have forgotten. Here do we toil, that we might remember. By night we reclaim, what by day was stolen. Far from ourselves, he grows ever near to us. Our eyes once were blinded, now through him do we see. Our hands once were idle, now through them does he speak. And when the world shall listen, and when the world shall see, and when the world remembers, that world will cease to be.""  ""You there... You don't seem to be in quite the same state as the others here. Very interesting. May I ask what it is you're doing here?"" Upon arrival at the stone, you will notice several of the inhabitants of Raven Rock alongside some of the Redoran guards working on what appears to be a mysterious shrine surrounding the stone. Walk toward the shrine and you will be approached by Neloth, a Telvanni wizard, and you may ask him about what is happening. He will either remark: ""You there... You don't seem to be in quite the same state as the others here. Very interesting. May I ask what it is you're doing here?"", or simply ask you what brings you to Raven Rock. When you explain to Neloth that you are searching for Miraak, he will exclaim: ""Miraak... Miraak... It sounds familiar, and yet I can't quite place... Oh. Wait, I recall. But that makes very little sense. Miraak's been dead for thousands of years."" Inquire about the meaning of this and he will answer: ""I'm not sure, but it is fascinating, isn't it? Perhaps it has some relation to what's going on here. Quite unexpected. I'm afraid I can't give you any answers. But there are ruins of an ancient temple of Miraak's toward the center of the island. If I were you, I'd look there."" This will now direct you towards the Temple of Miraak to investigate further about the cultist attack. You may also choose to further question Neloth. Asking what exactly they are building, he will reply: ""Building something, clearly. And yet they don't seem to have much to say about it. I'm very interested to find out what happens when they finish."" If you also question him as to stopping the workers, he will exclaim: ""Certainly not! Doing so would interfere with whatever is going on, and I would be unable to see how this all turns out.""  Temple of Miraak[edit] ""Here in my temple, here in my shrine, that you have forgotten. Here do you toil, that you might remember. Here you reclaim, what faithless minds have stolen. Far from yourself, I grow ever nearer to you. Your eyes once were blinded, now through me do you see. Your hands once were idle, now through them do I speak. And when the world shall listen, and when the world shall see, and when the world remembers, that world will cease to be.""  Dragon skeletons litter the pathway leading up to the temple. If you choose not to visit the Earth Stone, you can speak with various citizens of Raven Rock about Miraak. You will realize that most citizens recognize the name, but are uncertain why, just like Adril. Some will again mention the Earth Stone, while others will mention the Temple of Miraak. Once you've been told about the location of the temple, a new objective marker will lead you there. In order to reach the temple, head east from Raven Rock, towards the center of Solstheim. As you approach the exterior of the temple, you'll see skeletons of several dragons littering the pathway leading up to the temple. As you climb up the stairs and further to the temple, you'll see many of Miraak's thralls working to rebuild it. They will also be chanting, as were the thralls at the Earth Stone. None of the enthralled people will attack you, but some cultists will appear and become aggressive if you wait outside of the temple too long. Once you reach the center of the exterior portion of the Temple of Miraak, near the Tree Stone, this quest will be complete, and the next quest will begin automatically. Achievements[edit] One achievement is unlocked during this quest if you have not yet visited Solstheim: Outlander (20 points/Bronze) — Arrive on Solstheim"
"https://en.uesp.net/wiki/Skyrim:Dragonslayer","Meet with the heroes of Sovngarde. Coordinate your shouts to clear Alduin's mist. Defeat the World-Eater in combat.","Heroes Unite[edit] Leave the Hall of Valor and cross the Whalebone Bridge to the edge of the Shadowed Vale, where your Nord brethren are gathered. They are as eager to slay Alduin as you are. When the three heroes have assembled, you will take your place by their sides. Once you have done so, one of them will suggest that you all use the Clear Skies Shout together to blow away the mist. Your companions will wait for you to Shout then use their Thu'um as well. You need to do this three times when requested, as Alduin recovers the field in mist the first two times you clear it away. After your third Shout, the mist dissipates, Alduin becomes enraged and flies towards you and the final battle is joined. The World-Eater[edit] The death of the World-Eater This is when you begin your last fight with Alduin. Alduin launches a barrage of fire attacks at you, the Nords, and any lost souls that have been freed from their permanent fog. Alduin's rain of fire ability hits a large area of effect so have wards, healing spells and/or potions ready. To defeat Alduin, you must once again strike him with Dragonrend to force him to land. Until you do, he is invincible and will take no damage. While on the ground, it is relatively easy to kill him due to the fact that the three Nord heroes will help in the battle. Alduin is basically the same as every other dragon the Dragonborn has thus far encountered: melee from the sides to avoid the potent tail attack, have a shield handy if you're planning to go head-to-head. For archers, Alduin is just as susceptible to potent poisons as other living creatures. Hit from a distance with high-damage lingering poisons and he will stay down fairly quickly. For magic users, the Marked for Death Shout is very useful as it increases his susceptibility to damage from spells. Don't stand in front of him, as his fire breath is deadly even to high level players. Resist Fire and Resist Magic may help against this. After you strike the killing blow, Alduin writhes in agony and his soul begins to vanish. Alduin thrashes on the ground as his soul leaves his corporeal form. As his essence drains away, a black tar-like skeleton is revealed underneath. His form continues to corrode, fading into wisps and with a final, thunderous spasm, Alduin is torn apart; not even his skeleton remains in this afterlife. Alduin's End[edit] Dragon reception at the Throat of the World As the mist of Alduin's soul snare dissipates and the sky clears, Tsun congratulates you on your mighty deed, as do your three helpers and all the characters lost in the mist, who will make their way to the bridge. Before leaving Sovngarde, Tsun teaches you the Call of Valor Shout, which allows you to summon a hero from Sovngarde to fight by your side. You will not be able to reenter the Hall of Valor, so when you are ready to leave, talk to Tsun and he will Shout you back to Tamriel. The Obituary[edit] Upon returning to Tamriel, you will be returned to the Throat of the World and greeted by a large number of dragons perched there. They recite a chant together acknowledging the Dovahkiin and the destruction of Alduin the World-Eater, departing one by one as they do: Alduin mahlaan Sahrot thur qahnaraan Alduin mahlaan Dovahkiin los ok dovahkriid Alduin mahlaan Thu'umii los nahlot Alduin mahlaan Mu los vomir If you did not already kill Paarthurnax, he will have a final conversation with you, and expresses hope to convince other dragons to join the Way of the Voice before flying off himself. Afterwards, if you are still on the mountaintop, Odahviing will come to admit his allegiance to you so that you may freely use his Thu'um to call him, though he warns that not all dragons are willing to follow Paarthurnax's example. Returning to High Hrothgar or Sky Haven Temple will yield further closing dialogue with Arngeir or Esbern, respectively. This is easy to miss because the game relies on you to think of returning to the ""wise old man"". Congratulations! You have completed Skyrim's Main Quest, and may now continue your adventures. Achievements[edit] One achievement is unlocked when you complete this quest and finish the questline: Dragonslayer (50 points/Gold)"
"https://en.uesp.net/wiki/Skyrim:Dravynea%27s_Frost_Salts","Talk to Dravynea the Stoneweaver. Obtain a sample of frost salts. Return for your reward.","Keeping the Mine Safe[edit] Dravynea the Stoneweaver is a Dark Elf alteration expert living in Kynesgrove. When she is not working in the Steamscorch Mine, you can find her wandering the town or in the Braidwood Inn.  Should you be in the market for some free Alteration training, ask her about her business in Kynesgrove. She will explain that she uses her powers as a mage to keep the mine safe. She is able to make a potion using frost salts to keep the temperature in the mine bearable, but is out of frost salts at the moment. Tell her that you can get some for her. She will off-handedly offer you free training if you actually bring her the salts. Finding Frost Salts[edit] The quest will update to ""Bring some Frost Salts to Dravynea"". While the term ""some"" is rather ambiguous, only one bowl of frost salts is required to fulfill the objective. If you do not have a sample in your inventory already, there are many ways to obtain a sample: from the corpse of a frost atronach, purchasing one from an apothecary merchant, creating a sample at the Atronach Forge, or placed randomly on shelves. If you are a member of the College of Winterhold, you have access to two free samples in the Hall of Countenance alchemy lab. The Reward[edit] When you have your sample, take it to Dravynea to complete the quest. She will seem surprised that you actually came through, and will give you a free training session equaling one level of Alteration as a reward."
"https://en.uesp.net/wiki/Skyrim:Dreams_of_the_Dead","Enter Gallows Hall, the small fortress on the northern shore of Mara's Eye Pond. Read Naara's Journal. Read the first clue. Choose the following torches in this order: Morthal, Falkreath, Nightgate Inn, Fort Dunstad Retrieve the Staff of Worms. Reanimate the Skeleton Mage found to the East of the initial entrance to this room. Retrieve a key by searching the Skeleton Mage. Take the contents of the safe the key opens left of the Enchanting Table. Read the second clue. Pray to the small Statue of Vaermina along the west wall. Go to sleep in the bedroll next to the Altar of the Revenant at the center of the room. Starting from left of the Statue of Vaermina, search the coffin in front of you for a Dreamer's Greater Soul Gem. Find another in the hand of the skeleton in the open coffin next to it, then search the closed coffin on the lowest shelf on the other side of the main entrance. Read the final instructions. Place the four Dreamer's Greater Soul Gems in the Soul Gem Holders.","Naara's body and journal Begin by approaching Mara's Eye Pond, which is southwest of Windhelm.  On one of the shores, built into the side of a mountain, is a wooden door to Gallows Hall which the player can enter. As you approach the wooden door on the first floor of Gallows Hall, it will be slammed shut, the room will fill with a mist, and objects in the room will start to fly around. You will need to read Naara's journal, which can be found next to her body, alongside three notes. The journal will mention that the map in the center of the room is a good place to start.  Go to the map to find that there is a clue placed on top of it. Interact with the torches on the walls of the room based on the clue, which each torch given the name of a place in Skyrim, which will prevent any errors with trying to align cities and towns with the circle of sconces. The solution is as follows: Morthal Falkreath Nightgate Inn Fort Dunstad Pray to the shrine The mist will then dissipate and any flying objects will fall to the ground. Pick up the Staff of Worms and use it on the skeleton mage corpse lying within an open coffin in the eastern part of the room. Once resurrected, the skeleton mage can be searched to find the Arch Necromancer's key. This will unlock the safe next to the arcane enchanter. The safe contains the Bloodworm Helm, random leveled treasure and the second clue. Look for a small, white statue to Vaermina on the perimeter of the room and interact with it to pray.  After praying, go to sleep in the bedroll* that is in the center of the room (see Notes). Once you wake up, the purple mist will reappear, there will be blurring at the edges of the screen and you will have to search the coffins in the room for three Dreamer's Greater Soul Gems. Two of them are within closed coffins and one is being held by a skeleton in an open casket.  After picking up the third Soul Gem, the player will find themselves back at the altar in the middle of the room, and they should read the Arch Necromancer's final instructions that is upon it. Pick up the soul gem that is near Naara's corpse and head towards the table in the center of the room.  Place all four soul gems (the three found in the dream, plus the one just now obtained) into the soul gems on the holders and activate the center of the altar.  This will transform all four Greater Soul Gems into Black Soul Gems. With this, the quest will conclude."
"https://en.uesp.net/wiki/Skyrim:Drowned_Sorrows","Note: This quest does not appear in your journal. Speak with Haran and deal with Ranmir's debt. Speak with Dagur about Ranmir. Speak to Ranmir and then Haran again to learn that Isabelle went to see Vex in Riften. Talk to Vex in the Ragged Flagon. Find Isabelle Rolaine in Hob's Fall Cave. Return to Ranmir with her note.","The Great Collapse[edit] Ever since the Great Collapse, the once prosperous town of Winterhold has been in a state of disarray, with only a few inhabitants left. The only remaining merchant, Birna, and her brother Ranmir have both felt the agony in the wake of the Collapse, as most of the townsfolk are long gone, providing little income for the family store.  When you visit Winterhold for the first time, you will witness an argument between the two in the middle of the street, and they will continue inside local inn The Frozen Hearth: ""Please, come home. Just... Just come home."" Birna: ""Please, come home. Just... Just come home."" Ranmir: ""Can't. Got at least two rounds to go. Why don't you go... sell something."" Birna: ""Why? Because I'd rather be here trying to keep my only brother from drinking himself to death."" Ranmir: ""Ha! Drink ain't gonna kill me. Not today, anyway."" While Birna keeps her store open for nobody, Ranmir proceeds to down mead around the clock inside the Frozen Hearth, seemingly falling apart, much to the dismay of the innkeeper, Dagur and waitress Haran. When listening in on their conversations, however, it becomes apparent that there may be another reason Ranmir became the town drunk: Haran: ""How long are we going to let Ranmir drink himself into a stupor? When will enough be enough?"" Dagur: ""As long as he keeps paying, I suppose. He keeps to himself, and isn't hurting anyone."" Haran: ""Are you so sure of that? I think Birna might disagree with you."" Dagur: ""It's not my place to get involved in their family's business, remember? You're the one that told me to stay out of it."" The Concerned Innkeeper[edit] ""How long are we going to let Ranmir drink himself into a stupor?"" After helping Ranmir pay his debts to Haran, concerned innkeeper Dagur will have a new dialogue option, namely asking if there is anything to do around the inn. Dagur will then tell you about the very reason Ranmir became the town drunk: ""Listen, we're friends, right? I wondered if I could ask a favor of you. It's about Ranmir. Don't get me wrong, I don't have a problem with him being here all the time. He mostly keeps to himself, and so far he's been able to pay. I just hate to see what's happened to him. He hasn't always been like this, you know. Drunk, I mean."" He then proceeds to tell you about Ranmir's broken heart: ""Oh, he was a different person. Happy, outgoing... Like anyone who's in love. See, Ranmir was involved with a pretty young woman named Isabelle Rolaine. The two of them were very happy together, I thought. One day, she just disappeared. Ranmir was convinced she'd run off with someone else, leaving him behind. He turned to drinking, and what's left of him is what you see here every day."" He then reasons that if Isabelle could be found, Ranmir could get some peace of mind and get his act back together. When asked about Isabelle, Ranmir will get overly insulted, saying: ""Don't you... Don't you say that name to me. Don't you dare. Ever."" Luckily, the equally concerned Haran has a bit of information on Isabelle's whereabouts, although she will hint that Isabelle is hanging out with a bad crowd: ""It's none of your business. Those aren't folks you want to get tangled up with."" She will then explain the danger: ""One night Ranmir was in here like always, drinking himself to death. When I told him there was no more Honningbrew, that he'd drank it all, he got angry. He ranted at me, how I didn't know what he's been through, how Isabelle broke his heart when she ran off with some thief named Vex..."" Vex[edit] If you are a member of the Thieves Guild, you already know master infiltrator Vex. She can always be found hanging out at the Ragged Flagon. If you have completed Taking Care of Business, she will even talk to you, and you will have the option to ask her about Isabelle Rolaine. When confronted with the name Ranmir, she will get exasperated: ""Not him again. He came nosing around Riften a while back, making a lot of noise about me. He was... persuaded to leave before he found me. Funny, I'd have thought she would've gone back to him by now."" Once she reveals she knew Isabelle, she will say: ""She came through a while ago, wanted to know where she could get her hands on something valuable. Anything, really. I told her it was a bad idea, that she wasn't cut out for what'd be necessary, but she wouldn't hear it. So I gave her some advice, pointed her towards Hobs [sic] Fall Cave and that was that."" Drowned Sorrows[edit] Isabelle Rolaine Hob's Fall Cave is a small cave between Dawnstar and Ranmir's hometown, Winterhold. According to Vex, Isabelle went there to seek out treasure from the residing warlocks, but never made it far. As you approach the cave, stains of blood will lead to the entrance and right inside, you will find Isabelle leaning against a rock, dead. Examine her body and you will find her letter, her own full explanation for leaving her beloved Ranmir behind and seeking a fortune in a remote cave: ""I know it's been hard on you, on both of us, struggling to survive. I hate to see the look in your eyes every time you think about how little the two of us have, and I know you're too proud to ever say anything. So I'm going to make it all better."" Return to Ranmir and hand him the letter and watch while he reads it: ""Don't you go pulling my leg. Give it here. This... This is really from her, isn't it? Did she really run off and do this? For me? By the Eight. She's dead, isn't she? And it's all my fault. I... I have some thinking to do. Thank you for this."" Ranmir will then leave the Frozen Hearth, and vanish."
"https://en.uesp.net/wiki/Skyrim:Dungeon_Delving_(Bandits)","","It is a standard fetch-and-return quest. The item will be found in the boss chest in the target dungeon, and is treated as a quest item. Amren's Family Sword[edit] When you encounter Amren, he may be arguing with his wife Saffir. If asked about the argument, Amren will tell you about his father's sword: My Saffir doesn't like that I've been spending so much time looking for my father's old sword. He fed his entire family with the gold he made using that weapon. I'm not about to let it gather dust in some thief's trophy room. Volunteering to retrieve the sword for him triggers the start of the quest. Name  ID Type       Amren's Family Sword 000647ac 1 Hand Sword 7 9 25 When you return the sword, Amren gives you a one point bonus in both Block and One-handed, commenting, ""Here, my father had a favorite sword and shield technique. Let me teach it to you, in honor of his memory."" Shahvee's Amulet of Zenithar[edit] If you talk to Shahvee you may have the option to ask her, ""Your people have bad luck?"" In response she will tell you: We have not faired [sic] well outside our native Black Marsh, but we're determined to make the best of things. I began praying to Zenithar, the god of wealth, to bring us some fortune, but thieves made off with my sacred amulet almost as soon as I bought it. Volunteering to retrieve the amulet triggers the start of the quest. Name  ID Type   Enchantment    Shahvee's Amulet of Zenithar 000bfa0a Amulet 1 200 Prices are 10% better: Fortify Barter, 10 pts Disenchant: No When you return the amulet, Shahvee gives you a one point bonus in both Light Armor and Lockpicking, commenting, ""Before I came into Zenithar's calling, I confess I was a thief. But I learned a few things in my time that might help you survive. Let me show you."""
"https://en.uesp.net/wiki/Skyrim:Dungeon_Delving_(Caves)","Fight or sneak your way through a dungeon. Retrieve an item. Return the item.","This is a radiant quest which you can receive from any of the following five people. The dungeon is randomly determined from those in the table, which are based on the hold in which the quest-giver resides. Quest Giver  Home  Quest Item  Dungeon(s)  Reward   Frida The Mortar and Pestle (Dawnstar) Ring of Pure Mixtures Forsaken Cave, Hillgrund's Tomb, Shrouded Grove +1 Alchemy skill increase   Noster Eagle-Eye The Winking Skeever (Solitude) Noster's Helmet Broken Oar Grotto, Shadowgreen Cavern, Steepfall Burrow +1 Sneak skill increase   Oengul War-Anvil Blacksmith Quarters (Windhelm) Queen Freydis's Sword Ansilvund, Cragwallow Slope, Cronvangr Cave, Lost Knife Hideout, Stony Creek Cave, Uttering Hills Camp +1 Smithing skill increase   Roggi Knot-Beard Steamscorch Mine (Eastmarch) Roggi's Ancestral Shield Ansilvund, Cragwallow Slope, Cronvangr Hall, Lost Knife Hideout, Stony Creek Cave, Uttering Hills Camp +1 Block skill increase, plus he'll be available as a follower   Runil Hall of the Dead (Falkreath) Runil's Journal Bloated Man's Grotto, Brittleshin Pass, Darkshade Copse, Embershard, Greywater Gorge, Halldir's Cairn, Moss Mother Cavern, Southfringe Sanctum, Sunderstone Gorge Leveled gold"
"https://en.uesp.net/wiki/Skyrim:Dungeon_Delving_(Jarl_-_Caves)","Obtain quest from Korir, the Jarl of Winterhold. Journey to the target location. Retrieve the Helm of Winterhold. Return to Korir with the helm.","When asking the Jarl of Winterhold, Korir, for work, you may be asked to find the missing Helm of Winterhold, which was worn by Jarl Hanse in the First Era: You're the Jarl? I'm looking for work. ""Winterhold has lost much of its history, and with that much of its power. I aim to change that. I've heard rumors of the resting place of the Helm of Winterhold, the very same helm that Jarl Hanse wore in the First Era. Hanse was in line to be High King of Skyrim, you know. Having that might get the ear of the other Holds and give me some authority."" Once you've agreed to find it, head to the location marked on your map, and head to the boss chest, where you will find the helm. The location will be randomly selected from the following: Driftshade Refuge, Fort Fellhammer, Hela's Folly, Hob's Fall Cave, Ironbind Barrow, Pride of Tel Vos, Saarthal, Snow Veil Sanctum, Yngol Barrow, Yngvild. After you have retrieved the helm, return to Korir to receive your reward. Levels Reward   1–9 500   10–19 750   20–29 1,000   30–39 1,250   40+ 1,500"
"https://en.uesp.net/wiki/Skyrim:Dungeon_Delving_(Jarl_-_Hagravens)","Speak to Igmund. Find Hrolfdir's Shield. Bring Hrolfdir's Shield to Igmund.","When you ask Igmund if he has more work for you, he will mention how his father was killed by Forsworn when he tried to negotiate with them. He will then ask you to retrieve his father's shield, which is being guarded by a hagraven. Note that Bleakwind Bluff is by far the easiest location from which to retrieve the shield, as it is a small tower with no interior zones and is only inhabited by a few Forsworn and a hagraven. So if you don't feel like doing an extensive dungeon delve, it is expedient to reload until you get that radiant location. Unlike the previous favor, you don't need to kill anyone, so a stealthy character can easily grab the shield and get out without having to fight. Reward[edit] As a reward, you will get a leveled piece of armor, which is either a light/heavy cuirass, helmet, or shield of the best quality for your level. In addition, you'll be able to purchase Vlindrel Hall from Raerek. After completing the quest, the shield can be found in the Jarl's private quarters. Cuirass   Levels† Light Levels† Heavy   1-5  Studded Imperial Armor  1-11  Steel Armor   6-11  Leather Armor  12-17  Dwarven Armor   12-18  Elven Armor      19-26  Scaled (Horned) Armor  18-24  Steel Plate Armor   27-35  Elven Gilded Armor  25-35  Orcish Armor   36+  Glass Armor  36+  Ebony Armor      Helmet   Levels† Light Levels† Heavy   1-11  Leather Helmet  1-11  Steel Helmet      12-17  Dwarven Helmet   12-26  Elven Helmet  18-24  Steel Plate Helmet   27-35  Scaled Helmet  25-31  Orcish Helmet   36+  Glass Helmet  32+  Ebony Helmet      Shield   Levels Light Levels† Heavy   1-35  Elven Shield  1-5  Steel Shield   36+  Glass Shield  6-24  Dwarven Shield      25-31  Orcish Shield   32+  Ebony Shield †The list includes results for lower levels, but the quest can only be started at level 20 or higher."
"https://en.uesp.net/wiki/Skyrim:Dungeon_Quests","",""
