Quest URL,Content
https://zelda-archive.fandom.com/wiki/A_Wife_Washed_Away,"A Wife Washed Away is a side quest in The Legend of Zelda: Breath of the Wild. It is given to Link by Fronk, who can be found at Zora's Domain."
https://zelda-archive.fandom.com/wiki/Zora_Stone_Monuments,"Zora Stone Monuments is a side quest in The Legend of Zelda: Breath of the Wild. It is given by Jiahto beneath the throne room in Zora's Domain. Jiahto wants Link to find ten stone monuments around Zora's Domain, all written by King Dorephan. Since most of them are deteriorated, he will be able to preserve them in a book. When Link has found all ten, he is rewarded with a Diamond."
https://zelda-archive.fandom.com/wiki/EX_Strange_Mask_Rumors,"EX Strange Mask Rumors is a side quest in The Legend of Zelda: Breath of the Wild. It is unlocked upon installation of the DLC Pack ""The Master Trials"". It requests Link to find the Super Rumor Mill V1 book at the Woodland Stable. The quest guides Link toward a new equipment, the Korok Mask, found in a Treasure Chest which has just appeared in the Lost Woods of the Great Hyrule Forest region, inside the hollow of a tree."
https://zelda-archive.fandom.com/wiki/Little_Sister%27s_Big_Request,"Little Sister's Big Request is a side quest in The Legend of Zelda: Breath of the Wild. It is given to Link by Jana, who can be found at South Akkala Stable."
https://zelda-archive.fandom.com/wiki/Leviathan_Bones,"Leviathan Bones is a side quest in The Legend of Zelda: Breath of the Wild. It is given to Link by Akrah, who can be found at Serenne Stable. It requires pictures to be taken, via the Camera Rune, of the Hebra Great Skeleton, Eldin Great Skeleton and Gerudo Great Skeleton with the heads visible to complete."
https://zelda-archive.fandom.com/wiki/The_Korok_Trials,"The Korok Trials




Chio speaking to Link about the quest


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
Chio


Type
Side Quest


Location
Korok ForestKuhn Sidajj ShrineDaag Chokah ShrineMaag Halan Shrine


Prerequisite(s)
None
The Korok Trials is a side quest from The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Chio in the Great Hyrule Forest region. The purpose of this quest is to accomplish three Korok's Shrine quests."
https://zelda-archive.fandom.com/wiki/Riverbed_Reward,"Riverbed Reward is a side quest in The Legend of Zelda: Breath of the Wild. It is given to Link by Izra, who can be found at Wetland Stable."
https://zelda-archive.fandom.com/wiki/A_Gift_from_the_Monks,"A Gift from the Monks

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
Sheikah Monks


Type
Side Quest


Location
Forgotten Temple


Prerequisite(s)
None


Reward(s)
Cap of the WildTunic of the WildTrousers of the Wild
A Gift from the Monks is a side quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link by the Sheikah Monks by completing all 120 Shrines. It is the side quest needed to obtain the Cap of the Wild, Tunic of the Wild, and Trousers of the Wild."
https://zelda-archive.fandom.com/wiki/EX_Treasure:_Merchant_Hood,"""The royal family of Hyrule collected historically significant outfits, but they were stolen by a bandit named Misko. One of the items stolen was a traveling merchant's hood. Somewhere in the Deya Village Ruins is a journal that places the location of this treasure...""
— Adventure Log
EX Treasure: Merchant Hood is a side quest from The Legend of Zelda: Breath of the Wild. It is unlocked upon installation of the DLC Pack ""The Champions' Ballad"". It requests Link to find and read the Misko's EX Journal 2. The quest guides Link toward the ""traveling merchant's hood"" treasure, a new Treasure Chest containing Ravio's Hood buried at the Dracozu Lake."
https://zelda-archive.fandom.com/wiki/EX_Treasure:_Ancient_Mask,"""The royal family of Hyrule collected historically significant outfits, but they were stolen by a bandit named Misko. One of the items stolen was an ancient mask. There's a journel that places the location of this treasure somewhere in the Outpost Ruins...""
— Adventure Log
EX Treasure: Ancient Mask is a side quest from The Legend of Zelda: Breath of the Wild. It is unlocked upon installation of the DLC Pack ""The Master Trials"". It requests Link to find and read the Misko's EX Journal at the Outpost Ruins. The quest guides Link toward the ""ancient mask"" treasure, a new Treasure Chest containing the Majora's Mask. According to the journal, the mask lies at the ruins where soldiers gathered near where the waters of Lake Kolomo are visible which refers to the Kolomo Garrison Ruins. Link can get the chest buried in the largest building of the Kolomo Garrison Ruins by using the Magnesis Rune."
https://zelda-archive.fandom.com/wiki/The_Royal_Guard%27s_Gear,"The Royal Guard's Gear

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
Parcy


Type
Side Quest


Location
Riverside Stable


Prerequisite(s)
None
The Royal Guard's Gear is a side quest in The Legend of Zelda: Breath of the Wild. It is given to Link by Parcy, who can be found at Riverside Stable. Parcy requests Link to travel to Hyrule Castle and collect the ""Royal Guard"" weapons set, namely the Royal Guard's Claymore, Royal Guard's Sword, Royal Guard's Spear, Royal Guard's Bow and the Royal Guard's Shield."
https://zelda-archive.fandom.com/wiki/The_Secret_Club%27s_Secret,"Door to the Gerudo Secret Club that requires a password to open to complete this side quest
The Gerudo Secret Club is only open to those who know the password. Link must find someone who knows the password to gain entry.
To get the password, Link must travel across Gerudo Town to The Noble Canteen where he will find Pyra, Sumati, and Yaido chatting on the couches. If spoken to directly, they will yell at Link for eavesdropping on their conversation.
If Link visits the house next door where Gerudo child Pearle lives with her older sister at night and speaks to Pearle, she reveals that one can overhear people talking in the bar next door. If Link stands at the nearby window in Pearle's home, he can listen into Pyra, Sumati, and Yaido to their conversation secretly without getting caught. After listening to their conversation, the password will be revealed as GSC◆. By returning to the Gerudo Secret Club and giving the password, Link gains entry to the club. If Link inputs the password incorrectly, however, he will have to wait at least one day (in-game time) to try to input the password again.
Imputing the correct password causes the door to open and Greta allows Link to purchase ""voe"" armor at her shop. It is revealed that the password is due to the fact the Gerudo Secret Club is a black market shop that sells ""voe"" clothing as it is illegal for Gerudo merchants in Gerudo Town to sell voe clothing (this apparently does not apply to travelers as Link can sell any sellable armor to merchants in Gerudo Town with no problem), despite the demand for it. After completing this side quest, the door to the Gerudo Secret Club remains unlocked allowing Link to enter at any time. As it is a black market voe armor shop and Greta is not fooled by Link's ""vai"" disguise, the Gerudo Secret Club is one of two places in Gerudo Town where Link can remove his ""vai"" disguise and wear other clothing allowing him to try on the armor he purchases here, however he will be arrested if he leaves the Gerudo Secret Club if he is not wearing his disguise. It is the only shop where Link can purchase the ""Radiant"" armor set, as the ""Desert Voe"" armor set can also be purchased from Rhondson Armor Boutique in Tarrey Town after recruiting Rhondson during the ""From the Ground Up"" side quest."
https://zelda-archive.fandom.com/wiki/An_Ice_Guy,"An Ice Guy is a side quest in The Legend of Zelda: Breath of the Wild. It is given to Link by Guy, who can be found at Kara Kara Bazaar."
https://zelda-archive.fandom.com/wiki/Fireproof_Lizard_Roundup,"Fireproof Lizard Roundup is a quest in The Legend of Zelda: Breath of the Wild. The quest is obtained from Kima located at the Southern Mine. The objective is to gather ten Fireproof Lizards, when Link returns them to Kima, he will reward with the Flamebreaker Armor."
https://zelda-archive.fandom.com/wiki/Tools_of_the_Trade,"Tools of the Trade

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
Isha


Type
Side Quest


Location
Gerudo Town


Prerequisite(s)
None


Reward(s)
Topaz EarringsSapphire CircletRuby Circlet
""Isha, the jeweler, is in a bind. She ran out of the flint she needs to keep making her accessories. She says that she can reopen her store if you bring her 10 pieces of flint.""
— Quest description
Tools of the Trade is a side quest from The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Isha in Gerudo Town. It is one of the side quests required to complete the main quest ""The Thunder Helm"".
Isha reveals that she has run out of Flint which she uses to make the jewelry she sells. Link can collect Flint by breaking open Ore Deposits. Once the requested Flint is brought, she reopens her shop allowing Link to purchase head accessories.
She rewards Link with his choice of accessory made from either Topaz, Sapphire, or Ruby. The Topaz Earrings grants electrical resistance, the Sapphire Circlet protects against Cold, and the Ruby Circlet grants heat resistance, but without a set bonus."
https://zelda-archive.fandom.com/wiki/EX_Ancient_Horse_Rumors,"""Rumor has it there's a bridle that enhances a horse's skill and a saddle that can summon your horse right to you. Does this supposed ancient horse gear really exist? Apparently Highland Stable has a copy of Super Rumor Mill EX, which details some rumors about this rare horse gear.""
— Adventure Log
Promotional Artwork of the White Horse equipped with the Ancient Horse Gear
EX Ancient Horse Rumors is a side quest from The Legend of Zelda: Breath of the Wild. It is unlocked upon installation of the DLC Pack ""The Champions' Ballad"". It requests Link to find and read the Super Rumor Mill V3. The quest guides Link toward the ""Ancient Horse Gear"" which are a rare Bridle and Saddle made with ancient Sheikah technology. Unlike other horse gear this ancient horse gear grants special effects when equipped instead of being purely cosmetic. The two EX Treasure Chests containing the Ancient Bridle and Saddle, are respectively buried on Satori Mountain and behind Malanya Spring."
https://zelda-archive.fandom.com/wiki/The_Weapon_Connoisseur,"The Weapon Connoisseur

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
Nebb


Type
Side Quest


Location
Hateno Village


Prerequisite(s)
None


Reward(s)
2 Red Rupees2 Purple Rupees 2 Silver RupeesGold RupeeDiamond
The Weapon Connoisseur is a side quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Nebb at Hateno Village in the region of East Necluda. During the quest, Nebb asks Link to research and investigate special weapons.
Items[]
The items that Link has to obtain, and the rewards received are as follows:
First item - The Traveler's Sword can be found on the path just east of Inogo Bridge. By showing it to Nebb, Link receives a Red Rupee.
Second item - The Fire Rod can be found from a Wizzrobe close to the Wasteland Tower or the Woodland Tower. By showing it to Nebb, Link receives a Red Rupee.
Third item - The Moblin Club can be found on most Moblin who are common. By showing it to Nebb, Link receives a Purple Rupee.
Fourth item - The Duplex Bow can be found from most Yiga Footsoldiers, especially those outside their hideout. By showing it to Nebb, Link receives a Purple Rupee.
Fifth item - The Windcleaver can be found from a Yiga Blademaster. They are available in various places of the Hyrule Field and Akkala Highlands regions. By showing it to Nebb, Link receives a Silver Rupee.
Sixth item - The Ancient Battle Axe+ can be dropped by a Guardian Scout III, which can be found at many of the ""Modest Test of Strength"" shrines. If a Blood Moon has passed, Link can revisit and kill the enemy again even if the Shrine has been already beaten. By showing it to Nebb, Link receives a Silver Rupee.
Seventh item - The Frostspear can be got at Jitan Sa'mi Shrine in the Spring of Wisdom, from a Stalnox in the Lake Hylia region, or from the Coliseum Ruins when all four Divine Beasts have been defeated. By showing it to Nebb, Link receives a Gold Rupee.
Eighth item - The Ancient Short Sword can be purchased at the Akkala Ancient Tech Lab after completing the ""Robbie's Research"" side quest. By showing it to Nebb, Link receives a Diamond and the quest is completed."
https://zelda-archive.fandom.com/wiki/What%27s_for_Dinner%3F,"What's for Dinner?

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
Kiana


Type
Side Quest


Location
Lurelin Village


Prerequisite(s)
None


Reward(s)
50 RupeesSeafood Paella
What's for Dinner? is a side quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link at Lurelin Village by Kiana. Link has to gather a Goat Butter and a Hearty Blueshell Snail ingredient materials. Upon turning in this quest, Link will receive a purple Rupee as well as a Seafood Paella dish."
https://zelda-archive.fandom.com/wiki/Medicinal_Molduga,"Medicinal Molduga

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
Malena


Type
Side Quest


Location
Gerudo Town


Prerequisite(s)
None
""Malena's husband has fallen ill. He needs the guts of a Molduga in order to get better. The Molduga is a ferocious monster that's sensitive to the slightest vibration, and it attacks anything that comes near it. The woman is desperately looking for help, but nobody seems capable...""
— Quest description
Medicinal Molduga is a side quest from The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Malena in the Gerudo Desert. It is one of the side quests related and needed to be completed for the main quest The Thunder Helm. Link is disguised as Hylian female while in Gerudo Town.
The objective is to obtain Molduga Guts by slaying a Molduga. Link has then to return at Gerudo Town and give Malena the guts. Malena gratefully rewards Link with a gold Rupee.
If Link talks to her afterwards she will ask Link his name. She will then note that it is a sturdy ""Voe"" name but states she will probably name her child ""Vehvi"" after him if she ever has one. If he says he is a traveler, she hopes to be a kind ""Vai"" like him."
https://zelda-archive.fandom.com/wiki/By_Firefly%27s_Light,"By Firefly's Light is a side quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link at Kakariko Village. The objective is to capture five Sunset Fireflies and let them all loose inside of Lasli's house in order to complete the quest. There is an abundance of Sunset Fireflies in Kakariko Village, but Link must be careful not to spook them off.
This side quest is part of a trio of quests that need to be completed in order to trigger the Shrine quest ""The Stolen Heirloom"", in order to find and activate the Lakna Rokee Shrine, the two other being the main quest ""Find the Fairy Fountain"" and the side quest ""Flown the Coop""."
https://zelda-archive.fandom.com/wiki/The_Priceless_Maracas,"Hestu holding his maracas
The Priceless Maracas is a side quest in The Legend of Zelda: Breath of the Wild. It is given to Link by Hestu, who can be found in the West Necluda region, on the path to Kakariko Village.
The large Korok Hestu has lost his priceless instrument, a pair of maracas. Link will find them northeast from where Hestu is standing, at a camp of Bokoblins guarding the Treasure Chest containing the stolen maracas. Once returned, Hestu will lament that there are no seeds inside and he offers inventory expansions in exchange for Korok Seeds."
"https://zelda-archive.fandom.com/wiki/Misko,_the_Great_Bandit","Misko, the Great Bandit

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
Domidak


Type
Side Quest


Location
Dueling Peaks Stable


Prerequisite(s)
None


Reward(s)
Treasure Chests
""The treasure hunters Domidak and Prissen accidentally hinted at a riddle that points to the location of treasure hidden by Misko, the Great Bandit. ""The little twin steps over the little river. My cave rests above that river's source."" It could be that finding this treasure will grant you riches beyond measure...""
— Adventure Log
Misko, the Great Bandit is a side quest from The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Domidak at the Dueling Peaks Stable. Domidak and Prissen are treasure hunters searching for one of Misko's treasure caches. Their only clue are hints to its location which they are trying to decipher. If Link pays them 100 Rupees, they will share what they known. Using the clues, Link can find a secret cave behind a breakable wall on a cliff at the south edge of Hickaly Woods. Several Treasure Chests containing valuable items and useful weapons can be discovered in this cave."
https://zelda-archive.fandom.com/wiki/The_Forgotten_Sword,"The Forgotten Sword is a side quest in The Legend of Zelda: Breath of the Wild. It is given to Link by Bozai, who can be found at Gerudo Town."
https://zelda-archive.fandom.com/wiki/A_Gift_for_My_Beloved,"Outside of The Great Ton Pu Inn, Manny asks Link if he knew what kind of gift Prima would like, and states the information is not for him, but for ""his buddy's friend"". After exhausting Manny's dialogue, Link can proceed into the inn and ask Prima what she likes. Prima will only tell Link what she likes if Link speaks to her from behind the counter. When asked Prima is a bit disturbed by being asked what she likes, and mumbles to herself that she'll just say something random. Prima tells Link that she loves crickets, and wants a collection of 100 Restless Crickets.
Returning to Manny, Link tells him that Prima wants crickets. Manny is overjoyed by this information, exclaiming how he is a connoisseur of crickets. From here, Manny wants Link to help him collect the 100 crickets by bringing him 10 Restless Crickets. An easy way to obtain Restless Crickets is to cut the grass in and around Hateno Village. Once Link has collected 10, return to Manny and he will reward Link with a Silver Rupee. and tell Link that once he collects the 100 crickets, he can finally give them to Prima."
https://zelda-archive.fandom.com/wiki/Stalhorse:_Pictured!,"Stalhorse: Pictured! is a side quest from The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Juannelle at the Snowfield Stable. Obtaining the Camera Rune is a prerequisite to trigger this quest.
The objective is to take a picture of a Stalhorse which can be found in an enemy camp at the N. Tabantha Snowfield, north of the stable at night. The picture can be taken without defeating the Stalkoblin rider. Link can ride the Stalhorse back to the stable. It cannot be registered as the stable clerk Varke considers it to be a monster, not a horse and refuses to board it out of fear it will eat the other horses. The Stalhorse will die at sunrise (5:00 a.m.)."
https://zelda-archive.fandom.com/wiki/A_Royal_Recipe,"A Royal Recipe is a side quest in The Legend of Zelda: Breath of the Wild. It is given to Link by Gotter, who can be found at Riverside Stable."
https://zelda-archive.fandom.com/wiki/My_Hero,"""Aliza was waiting for the hero's return around a stable at the plain's edge.""
By speaking to Aliza, she will explains how she wishes to meet the hero wielding the Master Sword. Link simply needs to speak to Aliza after obtaining the Master Sword."
https://zelda-archive.fandom.com/wiki/Koko%27s_Kitchen,"Koko's Kitchen is a side quest in The Legend of Zelda: Breath of the Wild. It is the first of the Cooking Side Quests given by Koko in Kakariko Village. Link can find Koko standing next to the High Spirits Produce's outdoor cooking pot between 12:00 P.M. and 7:00 P.M. (in-game time). To help out her father Dorian after the tragic death of her mother (which Dorian kept from his daughters but Koko realizes the truth though keeps it to herself), Koko has been cooking dinner for her sister Cottla however she panics when she realizes she forgot to stock up on Swift Carrots she needs to make Hasty Veggie Cream Soup for dinner and asks Link to get her some. Link can obtain Swift Carrots by purchasing them from High Spirits Produce. Link can also purchase them from certain traveling merchants. Additionally Link can find a Swift Carrot growing behind the horse stall at the Highland Stable in Faron Grasslands. Link only needs to bring Koko one Swift Carrot to complete the quest and she will reward him with Hasty Veggie Cream Soup. Additionally, the ""Koko's Recipe Corner"" recipe for Hasty Veggie Cream Soup will appear in the Completed Adventure Log entry for Koko's Kitchen. Completing Koko's Kitchen unlocks Koko's second Cooking side quest, ""Cooking with Koko"".
See Also[]
Cooking with Koko
Koko Cuisine
Koko's Specialty"
https://zelda-archive.fandom.com/wiki/Thunder_Magnet,"Thunder Magnet

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
Cima


Type
Side Quest


Location
Lakeside Stable


Prerequisite(s)
None


Reward(s)
Rubber Helm
Thunder Magnet is a side quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Cima at the Lakeside Stable. Link will receive a Rubber Helm as a reward for completing the quest.
When Link first talks to Cima, she tells the Champion that every time it rains she becomes unnerved as lightning strikes the stable without fail. Link then takes up her request to figure out why lightning hits the stable so frequently whenever a storm brews. He then climbs on top of the stable, and sees the problem: on the horse's head, there is a Woodcutter's Axe that is lodged into it and the metallic head of the weapon is what draws lightning to the stable.
The hero then takes the axe out of the horse's head and talks to Cima about why the lightning strikes happen so frequently, and in turn, solving the trouble and getting the Rubber Helm as a reward."
https://zelda-archive.fandom.com/wiki/Hylian_Homeowner,"Hylian Homeowner

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
Bolson


Type
Side Quest


Location
Hateno Village


Prerequisite(s)
None


Reward(s)
Link's House
Hylian Homeowner is a side quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link by speaking to Bolson. Upon completion of the first part of the quest, Link will be rewarded a house. It is completed when all of the upgrades are bought.
Link can purchase the house for 3,000 rupees and 30 bundles of wood (after declining an initial price of 5,000 rupees). He can subsequently spend rupees furnishing the house. The house has some practical applications, including providing a free bed to sleep on, as well as storage for weapons, shields, and bows."
https://zelda-archive.fandom.com/wiki/Face_the_Frost_Talus,"Face Frost Talus is a side quest in The Legend of Zelda: Breath of the Wild. It is given to Link by Gesane, who can be found at Rito Village."
https://zelda-archive.fandom.com/wiki/A_Gift_of_Nightshade,"A Gift of Nightshade is a side quest in The Legend of Zelda: Breath of the Wild. It is given to Link by Wabbin, who can be found at Tuft Mountain."
