Quest URL,Category,Synopsis,Objectives
https://horizon.fandom.com/wiki/To_Curse_the_Darkness,Main_quests,"Still no closer to understanding what Project Zero Dawn is after exploring the ruins of the U.S.R.C., Sylens informs Aloy that their next stop lies buried beneath Sunfall, the Shadow Carja capital. Knowing that Aloy will not be able to approach the capital safely while Eclipse agents equipped with Focuses roam the city, Sylens formulates a plan to take down the Eclipse's Focus network. He instructs Aloy to meet him at the location marked on her Focus, at the falls southeast of Brightmarket.
Closing in on the location, Sylens informs Aloy that upon close inspection of the rock wall, she will find handholds that will take her up. Scaling the wall, Aloy comes to a campsite in an a small alcove where she rests until nightfall to await further instruction. When nightfall comes, Sylens reveals that he has brought Aloy to the Eclipse's main base where she will be able to disable the Focus network. He explains that her target is a derelict Tallneck that the Eclipse have modified to function as a kind of router for their network. Thus she is to infiltrate the base and destroy the transmitter atop the Tallneck's head. Upon her questioning, Sylens admits that he used to assist the Eclipse but departs before Aloy can inquire any further.
Squeezing through the crevice, Aloy emerges into a clearing patrolled by a number of corrupted machines, at the back of the base. Sneaking past the machines, Aloy makes her way to a ledge overlooking the camp where a number of cultists are prowling. Despite Sylens' intel, Aloy only comes across the legs of the Tallneck. Concluding it must have been moved, Sylens then instructs her to check the ravine to the left. Either by sneaking past or killing the cultists, Aloy comes across a tent; after listening to the numerous datapoints scattered around the tent and examining the ceremonial armor on display, she realizes that it belongs to Helis.
Moving on, Aloy fells a dead tree to cross the ravine where she finds the Tallneck, surrounded by a series of wooden platforms, although deserted. Climbing to the top, Aloy sees the skeleton a Metal Devil which she deduces must be HADES. As she tries to pry the casing off the module atop the Tallneck's head, she is shocked and thrown back, with HADES using the wire connecting the machines to approach Aloy. While knowing she cannot destroy HADES then, she drives her spear through the module, successfully crashing the Focus network. At this, HADES orders Aloy to be killed, with a Deathbringer shooting down the Tallneck. Now under heavy fire,  Aloy flees, heading for the rappel point by the bridge. As she throws herself over the edge, the bridge is blown up, severing Aloy's tie to the rappel point and sending her plummeting into the river below. Injured although not pursued, Aloy climbs to the riverbank where Sylens appears once again. Angered that he led her to HADES but knowing that she needs her Focus, she makes her way to the Shadow Carja capital to find the answers that both she and Sylens seek.","Hunt down the Proving killers (if Revenge of the Nora has not been completed)
Go to the Campfire and speak to Sylens (if Revenge of the Nora has not been completed)
Go to the Location that Sylens indicated
Climb the Escarpment
Rest at the Campfire
Infiltrate the Eclipse Base
Search for the derelict Tallneck
Crash the Eclipse Focus Network
Escape the Eclipse Base!"
https://horizon.fandom.com/wiki/Deep_Secrets_of_the_Earth,Main_quests,"After successfully infiltrating the Eclipse base and taking down their Focus network, Aloy makes her way to Sunfall, the Shadow Carja capital. There she hopes to find more answers about Elisabet Sobeck and Project Zero Dawn.
Entering the city, Aloy looks down from a balcony into the Sun-Ring where a number of Shadow Carja soldiers are attempting to handle a Behemoth. Sylens welcomes Aloy to the Citadel. In the courtyard, Aloy is ushered into the throne room along with a crowd of mercenaries who have gathered to hear High Priest Bahavas announce the day's bounties. As Bahavas announces a bounty on a man named Uthid, a woman approaches Aloy in the crowd, telling her that she wishes to meet with her in Shadowside. As the woman takes her leave, Sylens informs Aloy that the entrance into the Old Ones facility is behind her.
Scaling the rock formations, Aloy finds a covered vent on the other side of a tower. Entering through the vent and descending deeper into the earth, Aloy comes to the door of the facility. While her genetic identity is confirmed and access is authorized, there is a malfunction that bars the doors from opening. She authorizes an emergency venting procedure and the doors open, but a loud mechanical noise alerts the Shadow Carja Kestrels to something amiss in the ruin.
With little time to explore, Aloy begins exploring the Project: Zero Dawn facility. She enters a holographic theater and a message from General Herres of the Old Ones' U.S. Robot Command explains the true purpose of Operation: Enduring Victory. He reveals that Zero Dawn was not a top-secret superweapon program that would save humanity, as it was purported to be. In reality, the Faro Plague had become too advanced for it to be stopped, and the extinction of all life on Earth was inevitable. Operation: Enduring Victory was implemented purely to buy time for Elisabet Sobeck and her team to finish Project: Zero Dawn.
Continuing on to the next room, Aloy discovers that some Kestrels have entered the facility. After killing them and scanning the datapoints, Aloy continues on to find another theater with a hologram message left by Elisabet Sobeck who finally explains what Project: Zero Dawn is: a terraforming system controlled by an artificial intelligence unit called GAIA. Through GAIA and her sub-functions, the artificial intelligence would shut down the Faro Plague and eventually reform the earth to re-create humanity. Aloy takes out more Kestrels and restores power to an ancient door to reach Central Projects.
Central Projects[]
After killing the waves of cultists that descend into the room, she heads for the second floor. As she passes through the vast rooms she is introduced to a few sub-functions of GAIA, learning their functions through holographic messages left by the Old Ones. She eventually comes to a room where Travis Tate explains the purpose of HADES; a failsafe system that would seize control of the terraforming system in the event that GAIA produced a world that was unsustainable or uninhabitable, deconstructing the world so that GAIA may try again. After learning about ELEUTHIA from a hologram of Patrick Brochard-Klein, Aloy deduces that All-Mother mountain must be one of the Cradles created to produce humans.
Dr. Sobeck's office and the Alpha Registry
Climbing up the elevator shaft, Aloy comes to a room with a number of datapoints containing interactions between Elisabet and an early GAIA as well as Ted Faro. Prying open the door to Sobeck's office, Aloy finds and copies the Alpha Registry master file that will allow her access to the facility in All-Mother mountain. As Aloy and Sylens argue about her origins, more Kestrels descend outside the office, including Helis who throws a blast bomb. The explosion stuns Aloy, allowing Helis to approach her and knock her unconscious.
Some time later, Aloy awakens to find herself unarmed and unarmored, suspended in a cage above the Sun-Ring. Helis approaches, telling her that before she crashed the Eclipse network, he sent an order out to rally the Eclipse to invade the Sacred Lands. He then destroys her Focus. Now addressing the crowd, two Corruptors enter the Sun-Ring and begin corrupting a restrained Behemoth. Condemning Aloy to be the first of thousands to die, she is dropped into the Sun-Ring to face off against the machine.","Go to Sunfall
Go to the Citadel Courtyard
Enter the Citadel
Go to the Grand Balcony
Climb down
Use the Secret Entrance
Explore the Project: Zero Dawn facility
Enter Viewing Room
Kill the Shadow Carja
Enter Viewing Room
Go to Processing
Go to Central Projects
Restore Power to The Door
Enter Central Projects
Kill the Eclipse
Find the Entrance to Sobeck's Office
Examine Elisabet Sobeck's Terminal"
https://horizon.fandom.com/wiki/The_Terror_of_the_Sun,Main_quests,"Aloy trapped in the cage.
Aloy being dropped into the Sun-Ring.
After a brief talk with Helis, Aloy, Unarmed and unarmored, is dropped into the Sun-Ring at the Shadow Carja capital of Sunfall to face off against a Corrupted Behemoth. Noting the machine's considerable strength, she realizes that she can use it to her advantage, luring the machine close enough to the pillars so that when it charges to attack, if she can move out of the way the force of the machine will weaken the pillars supporting the platform. After weakening two of the pillars, the platform crashes to the ground with Aloy running into the dust cloud. When she emerges, she is fully armored and prepared to defeat the machine.
Aloy next to the destroyed Behemoth.
Sylens saving Aloy.
Much to the disbelief of Helis and the crowd, Aloy manages to take down the machine, challenging the Kestrel to face her himself. Helis then orders the two Corruptors into the Ring to finish her off. Before either Aloy or the Corruptors have the chance to strike, there is an explosion at the main gate of the Sun-Ring and two overridden Striders enter, with Sylens atop one of them. Aloy hops onto the back of the other Strider and together they ride towards the open gates of the Sun-Ring with the Corruptors in pursuit. Drawn to the Sun-Ring by the machine lure Sylens embeds in the dirt, three overridden Ravagers emerge and engage the Corruptors, allowing Sylens and Aloy to escape the Sun-Ring.
Sylens and Aloy in safety.
Once they've traveled a safe distance from Sunfall, they slow to a stop. Sylens supplies Aloy with a new Focus downloaded with all the files from her destroyed Focus including the Alpha Registry she needs to access the ruins in All-Mother Mountain. After demanding some explanations from Sylens, he refuses Aloy's request for assistance in stopping the Eclipse threat from destroying the Sacred Lands. Leaving Aloy with a set of armor that will conceal her identity should she need to return to Shadow Carja territory and an apology, they part ways. Aloy rides off into the opposite direction, heading for her homeland.","Get your Weapons Back
Lure the Behemoth into Ramming the Support Pillars
Kill the Behemoth
Escape the Sun Ring"
https://horizon.fandom.com/wiki/The_Heart_of_the_Nora,Main_quests,"Parting ways with Sylens after escaping the Sun-Ring, Aloy makes her way back to the Embrace to defend her home from the Eclipse.
The Embrace[]
Fast travel into the Embrace is not possible, with the campfire outside of the Main Embrace Gate being the closest campfire that can be fast travelled to. Outside of the gate, Aloy learns Marea's fate and speaks to a fatally wounded Brave who explains that the remaining tribespeople have retreated into All-Mother Mountain.
As she makes her way through the haze that has settled over the Embrace, she is greeted with a trail of destruction. Small groups of cultists, Corruptors, Deathbringers, and Corrupted machines roam the area. Combat can be avoided by using stealth.
There are a number of optional locations Aloy can visit at this point before making her way to Mother's Watch. Visiting Mother's Cradle and defeating the cultist presence allows Aloy to free three Braves who have been taken captive, finding Karst dead outside his house, and Grata's camp empty with Grata nowhere in sight. They will then follow Aloy until she gets inside All-Mother mountain, assisting in combat along the way. At Mother's Heart, Aloy finds the settlement abandoned and another wounded Brave lies on the ground outside pointing Aloy to All-Mother Mountain. Aloy can also visit Karst's House and Grata's Camp to investigate their fates, and stop by Rost's Grave to reflect before heading to Mother's Watch.
Finally arriving at Mother's Watch, Aloy battles her way through the Eclipse and Corrupted machines to All-Mother Mountain, only to find a Corrupted Thunderjaw attacking it. Realizing that the Nora seeking shelter inside the mountain are at risk of being trapped inside, Aloy quickly comes to their defense. Encouraged by Aloy's presence, Sona and her Braves, including Varl, emerge from the mountain to provide aid. Once the machines and cultists have been killed, Varl fills Aloy in on the events that led up to their withdrawal to the mountain. Aloy then makes her way inside to talk to the High Matriarchs.
All-Mother Mountain[]
On her way through, Aloy reunites with many of the Nora she encountered on her travels, including a wounded Teb. Aloy is welcomed by Teersa and Jezza, however Lansra still remains hostile towards her, disapproving of her intentions to delve into the mountain. Despite Lansra's objections, Aloy uses the Alpha Registry to override the bunker door and gain entry to what she learns is ELEUTHIA Cradle-9, the facility where she was created. Through listening to the series of datapoints scattered throughout the facility, Aloy learns that humans were created here in artificial wombs, raised to adulthood by robotic figures called multiservitors.
Aloy comes to a door that has been considerably graffitied by the past humans that inhabited the cradle but were denied further access. Granted access, Aloy descends into the room beyond, the Lyceum, an area designated for learning through APOLLO and the Faro Focuses. Attempting to listen to the datapoints, Aloy learns that APOLLO is offline. Climbing the stairs to another room, Aloy is instructed to scan a datapoint with her Focus, the last message and dying plea of GAIA. In the message GAIA explains that a data transmission corrupted the GAIA Prime facility, transforming the subordinate functions into chaotic independent entities and awakening HADES. Realizing that once HADES takes control of the terraforming system the extinction of all life on Earth will ensue, GAIA ordered for her Prime reactor to overload and self-destruct in a blast that would stop HADES but also destroy GAIA. Understanding that despite HADES destruction the Earth would still be at peril, GAIA announced that she has ordered the gestation of one last embryo, made from the DNA of Elisabet Sobeck so that they may be granted access to the facilities in order to restore GAIA once again. GAIA then instructs that the Master Override be obtained from GAIA Prime to be used against HADES.
With the termination of the message, Aloy struggles to come to terms with the fact that she was created by GAIA as an instrument. After Sylens tells her he will meet her in the ruins of GAIA Prime, Aloy exits the facility, greeted by the awed Nora who begin to worship and praise her. Angered by their sudden reverence, Aloy argues that the outcome of the task she has been set isn't exclusive to the Nora, rather it affects everyone outside its borders. Announcing that any willing to fight should meet her in Meridian, she departs for the Bitter Climb.","Go to All-Mother; the sacred mountain of the Nora tribe holds the secrets of your birth.
Defeat the Invaders
Talk to Varl
Talk to Teersa
Search the Ruins beyond the Hatch for information about your birth.
Search the facility Control Room
Exit the ancient Facility"
https://horizon.fandom.com/wiki/The_Mountain_That_Fell,Main_quests,"After hearing GAIA's Dying Plea and learning the location of the weapon that will allow her to defeat HADES, Aloy makes her way to the GAIA Prime facility.
A Stormbird confronting Aloy on the Bitter Climb.
Scaling the Bitter Climb, Aloy encounters a number of hostile machines protecting the way, including a Stormbird close to the summit. Defeating the machine, Aloy continues to find the aftermath of GAIA's sacrifice; a hole blown through the mountain leaving the facility in ruins. Following the route Sylens prepared for her, Aloy meets with his hologram in his workshop above the ruins.
After he briefly explains how he came to find the ruins, Aloy voices her skepticism about repairing GAIA after witnessing the extensive damage. Sylens directs her attention to the present task: stopping HADES.
GAIA Prime[]
Aloy gaining access to the rest of the facility.
The Elisabet Sobeck Memorial.
Gaining access to the rest of the facility, Aloy finds herself in Elisabet's room where she discovers a number of her journals. As they are severely damaged and corrupted, rendering them unreadable in their current state, Aloy scans them so that her Focus can recover the files. Continuing on, Aloy comes to a room where a holographic shrine to Elisabet has been set up. A file left from Charles Ronson explains that six hours after GAIA was deployed one of the access seals malfunctioned, leaving a gap of ten millimeters instead of the standard two millimeters. This malfunction allowed an energy signature to pass through, alerting the robot swarm of the facility's location. The only solution was to seal the hatch from the outside. While the Alphas argued amongst themselves who should go, Elisabet sacrificed herself to close the hatch. Knowing that it was too late to try and re-enter the facility, Elisabet departed for her home. This realization causes Aloy to both mourn Elisabet and marvel at her drive and conscientiousness.
The recording to Ted purging APOLLO and murdering the Alphas.
Continuing to climb the facility, Aloy spots a section of the facility that appears to be intact despite the blast. Sylens informs her that this is the control room. Arriving at the control room, Aloy unlocks the hatch to reveal the bodies of the Alphas gathered around a conference desk. Noting that air rushed in instead of out the moment the hatch opened, Aloy begins the hologram. It begins with the Alphas unable to access the core control. Ted Faro's hologram then appears before them. He discloses his concern about gifting the future humans with their knowledge. Believing that this will only result in history repeating itself, Ted Faro reveals that he purged APOLLO and subsequently activates the ventilation of the control room, suffocating and killing the Alphas. After an interaction with Sylens, Aloy retrieves the Master Override from the desk.
Sylens' Past[]
Sylens explaining his role with the Eclipse.
Aloy returns to the workshop to find Sylens waiting for her, telling her that their journey together has come to an end. Knowing that she is deserving of an explanation, he goes on to explain that he was the one that discovered and revived HADES. Recognizing that HADES was a source of vast amounts of knowledge, Sylens agreed to carry out its wishes by forming the Eclipse cult. He mentions that HADES wasn't interested in Meridian but rather the Spire. Recalling that it was MINERVA, GAIA's code-breaking module responsible for transmitting the codes that would deactivate Faro's robots and shut down their biomatter conversion systems, Aloy realizes that HADES means to use the Spire to reawaken the Faro machines so they can destroy the world once again.
Aloy attaching the Master Override to Sylens' lance.
With further prompting, Sylens describes more about how he discovered HADES and subsequently formed the Eclipse in exchange for knowledge. Sylens then leaves his lance and workshop to Aloy before finally departing. After listening to some datapoints of the interactions between HADES and Sylens, Aloy fits the Master Override to Sylens' lance. Now in the possession of a weapon that will allow her to defeat HADES, Aloy journeys back to the Palace of the Sun in Meridian to warn Sun-King Avad of the coming threat to their existence.","Go to the Bitter Climb
Go to the Ruins of GAIA Prime
Climb up the Outcrop
Talk to Sylens
Go to the Door
Search the Ruins for the Master Override
Examine the Shrine
View the Hologram
Talk to Sylens
Search the Ruins for the Master Override
Examine the Control Room
View the Hologram
Talk to Sylens
Claim the Master Override
Return to Sylens' Workshop
Attach the Master Override to the Lance"
https://horizon.fandom.com/wiki/The_Looming_Shadow,Main_quests,"After realizing HADES intention to capture the Spire to reawaken the Faro robots and obtaining the Master Override that will allow her to defeat it, Aloy journeys back to the Palace of the Sun to warn Sun-King Avad of the coming threat.
Relaying what she knows of the Eclipse and HADES, Avad agrees to have the Vanguard sent to the Spire as well as the city guard sent to defend the western ridge. While the defenses are organized, Aloy and Avad discuss the enemy. Afterwards, Blameless Marad informs her that allies have arrived from all over the Sundom, including a small force that has come for Aloy personally, bolstering the defenses at the ridge and the Spire. She is given access to Olin's Apartment, now abandoned, and told to rest before the battle. Knowing that all they can do now is wait, Aloy leaves to check on preparations.
Ridge Defenses[]
At the ridge, Aloy encounters many people she has helped in the past.
Ally

Prerequisite

Dialogue


Elida

Side Quest Sun and Shadow

Knowing that if Atral had lived, they'd be fighting side by side, Elida has taken to helping prepare for the battle in any way she can, including digging battlements and collecting herbs. She gifts Aloy with an Antidote, although hopes she will not need it.


Janeva

Side Quest Sunstone Rock

Called back to duty, Warden Janeva tells Aloy that Marad offered every prisoner in Sunstone Rock a royal pardon if they agreed to fight for Meridian, to which they all agreed.


Nakoa

Side Quest A Daughter's Vengeance

Nakoa tells Aloy that the only other Carja the Nora feared and hated more than Zaid was Helis, vowing that she will do everything she can for the Nora that he terrorized. She also thanks Aloy, stating that because of her, the Sacred Lands have been opened, allowing her to finally go back home to her brother Yan.


Nil

Side Quest Cause for Concern - Farewell; Aloy must have declined Nil's offer.

Aloy is surprised to see Nil, who tells her that despite the odds being stacked against them, he could not resist the challenge or chance to kill without consequence.


Petra

Always Present; dialogue changes if the side quest Heap of Trouble has been completed.

Petra has been invited to look over the city arsenal and has set up a number of improved Oseram Cannons to help defend the city. She has set up some Grazer dummies for people to practice on.


Teb

Always Present

Because he cannot fight, Teb has been bestowed the position of honorary quartermaster by the Carja, responsible for setting up caches of ammunition and medicine during the battle.


Uthid

Side Quest Traitor's Bounty

Uthid thanks Aloy for helping him see the value of living out his days.


Vanasha

Side Quest Queen's Gambit

Vanasha admits that her coming for Aloy was only half true; she is more intent on seeking vengeance on the Shadow Carja that stole, killed innocents, and who transformed Meridian into a slave pit and Sunfall into a bloodbath during the Red Raids.
Spire Defenses[]
Leaving the ridge, Aloy makes her way to the Spire. There she encounters Varl, Sona and her Nora Braves, and Erend and his Vanguard.
Ally

Prerequisite

Dialogue


Aluki

Side Quest A Moment's Peace

Aluki remembers Aloy as the one who helped defeat the machines at the Banuk Encampment after they turned hostile. Eager to fight the army of machines, she gives Aloy her support.


Aratak

Side Quest The Forge of Winter

While he has yet to forgive the Carja for the Red Raids, Aratak feels compelled to help his former chieftain. Should Aluki and/or Inatut be present as well, he will make comments about them.


Erend

Always Present

Erend ensures Aloy that he will not let anyone past them.


Inatut

Side Quest Frontier Justice, with the aggressive option chosen in Flashpoint




Namman

Side Quest Honor The Fallen

After he finishes praying, Namman tells Aloy that he believes the Sun he worships would bestow its favor upon her.


Sona

Always Present

While visibly perturbed from being so far from the Sacred Lands and in foreign territory, Sona still pledges her support for Aloy in fighting HADES.


Talanah

Side Quest Redmaw

Aloy is surprised to see that Talanah isn't defending Meridian itself. Talanah tells her that she could not allow one of her own to fight alone, nor could she leave her Thrush. Before Aloy departs, Talanah requests that Aloy leave her the largest machine.


Varl

Always Present

Varl admits he is having difficulty trying to fathom the task at hand, but is nonetheless grateful for all Aloy has done. He says that although it is by All-Mother's will that they fight, he would have come regardless for Aloy.
Satisfied with the preparations and with nothing left to do, Aloy returns to Olin's apartment to rest. Pondering how Elisabet Sobeck could have slept with such a heavy burden on her shoulders or how Rost could have after losing his family, and trying to reach out to Sylens to no avail, Aloy finally drifts off.","Meet Erend at Red Ridge Pass (if The Field of the Fallen has not been completed)
Discover what happened to Ersa (if Into the Borderlands has not been completed)
Stop Dervahl's Plot to Destroy Meridian (if The Sun Shall Fall has not been completed)
Go to the Palace of the Sun
Talk to Sun-King Avad
Talk to Blameless Marad
Visit both Defense Sites
Rest Before the Final Battle"
https://horizon.fandom.com/wiki/The_Face_of_Extinction,Main_quests,"In the early hours of the next day, Aloy is awoken by a Carja guard to inform her that there have been signs from the west of the Eclipse's advance. Meeting with Sun-King Avad at the Palace of the Sun, they watch as a massive explosion atop the mesa close to Evening's Sign causes a landslide, providing a shortcut for the war machines to march on the Spire. Avad commands the Oseram Vanguard to take up the guns in preparation for the Deathbringers. As the Carja guards move to their stations, there is an explosion from below the balcony, with Helis and a number of Eclipse cultists emerging. Prepared to take him on himself, Avad moves to face him but Aloy stops him, ordering him to rally the Vanguard and send reinforcements. Despite Avad's protests, Aloy leaves to confront the Kestrel.
Taking out the cultists, Aloy then faces Helis one-on-one. Bringing him down to his knees, Aloy chooses her final words for the Terror of the Sun before finishing him off. Aloy then takes a zipline down to the ridge to provide aid against the onslaught of Deathbringers and Corrupted machines.
Using the Oseram Cannons, they face wave after wave of machines from both the west and south. However, more Deathbringers continue to advance on them, with one firing at the ridge and bringing it down on top of Aloy. Aloy manages to stay conscious long enough to see a Deathbringer hauling HADES behind it, marching past her and towards the Spire.
Some time later she is awoken by Teb, who is relieved to find her alive among the rubble. He tells her that the machines marched through and continued to the Spire with the others remaining to fight off the Corrupted machines ransacking Meridian Village. Leaving Teb to take care of the others, Aloy makes her way through the burning destruction to the Spire. As she reaches the bottom of the mesa, she sees that HADES has already begun sending the transmission that will awaken the dormant Faro machines across the world. Realizing that means HADES must have gotten through the defenses, she continues on. With both parties relieved to see the other alive, Aloy announces she is going to face HADES, with Varl, Erend and Talanah (Sona if Hunter's Lodge sidequests are not complete) agreeing to back her up. Together they go over the top.
Upon arriving, HADES is unfazed by Aloy's presence, continuing to send the transmission as it awakens a Deathbringer to deal with her. Knowing that they are running out of time to stop HADES, Aloy works together with Varl, Erend and Talanah to take out the Deathbringer and the subsequent waves of Corrupted machines that follow. Once the machines have been defeated, Aloy approaches HADES, driving Sylens' Lance through its lens. Activating the Master Override with Elisabet Sobeck's credentials, the extinction protocol is purged, stopping the transmission and finishing off HADES.
After a brief celebration of their victory, Aloy journeys alone to find Elisabet Sobeck. Arriving at the ruins of Sobeck Ranch, Aloy discovers Elisabet's body among a triangle of flowers much like those found around the Metal Flowers. In Elisabet's hand is a globe locket, which Aloy takes and cherishes.
Meanwhile, back at the Spire some Carja villagers are inspecting HADES' remains, only to witness the departure of the AI from the metal sphere. From there it travels until it finds Sylens, who captures it in a lantern-like device. As Sylens questions the AI as to its Masters that sent the signal to awaken it, they come upon the wreckage of another Metal Devil.","Talk to Avad
Kill Helis
Go to the Ridge
Defend the Ridge
Follow the Trail of Destruction
Go to the Spire and stop HADES!
Kill the Deathbringer that's guarding HADES
Destroy HADES with the Master Override"
https://horizon.fandom.com/wiki/The_War-Chief%27s_Trail,Main_quests,"Aloy at the site of the massacre.
Dran telling Aloy what happened.
Aloy makes her way to the battlefield where the Nora war party was last spotted. The field is littered with the corpses of machines and Nora Braves. A stampede of Corrupted machines ran down the slope and clashed with them. The war party was able to kill a Corruptor in the ensuing battle. During her search, Aloy comes across Dran, a wounded Nora Brave. He tells her that the dead and wounded have been cleared away. War-Chief Sona sent him back to report on the situation. The war party was on the trail of the killers, but Corrupted machines threw them off their trail. Dran tells her that he last saw Sona at the metal tower southeast of the runs of Devil's Thirst.
The Sawtooth falling over the cliff.
Sona and the remaining Braves arriving.
Aloy makes her way to the rise within the Devil's Thirst and finds a recently-used camp. The campsite is filled with spent medical supplies as well as a bow and arrowheads left behind. She uses her Focus to discover a blood trail that leads up onto a ridge overlooking the Devil's Thirst. She reaches the top of the ridge and finds an inactive Corrupted Sawtooth. After pulling an arrow from the machine, another Sawtooth sneaks up on her. Before she can react, an arrow strikes the Sawtooth and forces it off a cliff. The arrow came from Sona and the remnants of her war party.
Sona and Aloy looking over the Eclipse camp.
Aloy, Varl and Sona after the battle.
Sona tells Aloy that she has tracked the killers to a nearby camp. Aloy spots barrels of Blaze throughout the camp and suggests that they ignite them to turn the tide. Aloy, Sona and the Nora party dispatch the camp. Varl appears and tells her that he wishes to rain vengeance on the killers. By examining a datapoint, Aloy discovers that the remaining killers are camped inside the Ring of Metal. Sona tells Aloy that it's located in the Devil's Grief.","Go to the Massacre Site where the War Party was ambushed.
Investigate the Battlefield for a lead on Sona's whereabouts.
Examine the Food Scraps
Examine a Corrupted Watcher Corpse
Examine the Destroyed Corruptor
Talk to the Survivor
Go to Sona’s Last Known Location
Investigate the Area for a lead on Sona's whereabouts.
Examine the Arrowheads
Examine the Food Scraps
Examine the Bow
Examine the Bandages
Examine the Campfire
Follow the Tracks and see if they lead to Sona.
Examine the Sawtooth
Follow Sona
Kill the Cultists and Corrupted machines to take out the enemy camp.
Destroy the Blaze Containers (Optional)
Talk to Sona
Investigate the Dig Site for information about the location of other Cultists.
Follow the Trail of Blaze
Listen to the Datapoint
Talk to Sona and Varl"
https://horizon.fandom.com/wiki/Revenge_of_the_Nora,Main_quests,"After finding War-Chief Sona and her Nora Braves, Aloy helps the group counterattack a group of killers within Devil's Thirst. Sona then tells Aloy that their work is not done. After tracking the remains of the Cultist group near some ruins at Devil's Grief, the Nora look to exact revenge for the Proving Massacre.
Determined to track down the last of the killers in Nora territory, Aloy makes her way to the campsite in Red Echoes. Arriving, Aloy waits with the Nora Braves for nightfall. As Sona approaches, Varl informs her that their scouts found a number of enemy camps in the ruins of Devil's Grief below, guarding the route to the Ring of Metal. Volunteering to take out the alarms herself, Aloy makes her way to the first camp.
After the three camps are cleared Aloy heads to the tallest tower to regroup with Sona and Varl. There they devise a plan to wipe out the killers' camp in the Ring of Metal; Aloy and Varl will sneak into the camp, set fire to their Blaze stockpile to blow a hole in the camp walls large enough for the Nora army to storm through.
Sneaking through the ruins they come to a vantage point where they discover a number of dormant Corruptors in the camp close to the Blaze store. Choosing to infiltrate the camp alone, Varl and Aloy part ways, with Varl promising to be the first to breach the camp once the wall has been destroyed. Sneaking past the killers and Corrupted machines, Aloy sets fire to the Blaze barrels. The explosion takes out the Corruptors and the Nora Braves storm the camp, purging the last of the killers from Nora territory. With the camp cleared, Aloy continues on her journey to find answers about the killers' motives and her past.","Go to Red Echoes and meet up with Varl and Sona.
Rest at the Campfire
3/3 Clear the Camps
Destroy the Alarm
Kill the Cultists and Corrupted Machines
Go to the Tallest Tower and meet up with Varl and Sona.
Talk to Sona
Follow Varl
Enter the Metal Ring
Search the Metal Ring for a View of the Blaze
Sneak to the Blaze and shoot it with Fire Arrows to destroy the Corruptors and clear a path for the Nora.
Shoot the Blaze
Kill the Cultists"
https://horizon.fandom.com/wiki/The_Field_of_the_Fallen,Main_quests,"After witnessing the power of Aloy's Focus while exploring Olin's Apartment during The City of the Sun, Erend asks her to help him uncover the identity of the Shadow Carja soldier responsible for killing his sister Ersa. Aloy agrees to meet Erend in Red Ridge Pass.
Aloy meeting Erend at Red Ridge Pass.
Approaching the pass, Aloy sees Erend fighting off a hoard of Watchers and Lancehorns. After helping him dispatch the machines, the two have a discussion about the circumstances of Ersa's murder. Erend explains that his sister left in the middle of the night with a few of the best men from her Vanguard. The next day, a search party discovered their bodies along with the corpses of a few Shadow Carja. Erend says that Ersa was so badly beaten that her face was unrecognizable.
Aloy investigating the scene.
Aloy follows Erend to the battlefield so she can scan the area using her Focus. As she investigates, she discovers several strange clues that lead her to believe no combat occurred there, indicating the scene may have been staged. Aloy discovers cart tracks and leads Erend to the nearby ruin site Dimmed Bones, where they are surprised to be ambushed by a group of Oseram mercenaries.
Erend looking at one of the dead attackers, an Oseram.
Aloy explaining her theory.
After defeating the ambush, Erend realized that members of his own tribe, not the Shadow Carja, are to blame. Aloy again uses her Focus to investigate the area. She discovers evidence, including a tripod that was used to mount some kind of weapon and a nearby used power cell, that Ersa and her men were ambushed at the ruins. Aloy suggests that the Oseram may have taken Ersa hostage and slipped another body into her armor to trick the Carja. Erend agrees to return to Meridian to re-examine the body and Aloy says that she will meet him there.","Meet Erend in Red Ridge Pass
Kill the Machines
Talk to Erend
Follow Erend to the place where his sister was killed.
Investigate the Battlefield to find a lead about Ersa's killers.
Examine the Helmet
Examine the Bloodstains
Examine the Thicket
Examine the Arrows
Examine the Spear
Follow the Cart Tracks
Kill the Attackers
Kill the Machines
Investigate the Ambush Site to find out what really happened to Ersa.
Examine the Bits of Leather
Examine the Bloodstains
Examine the Rocks
Examine the Tripod
Examine the Weapons
Talk to Erend"
