Quest,Acquisition,Walkthrough
https://masseffect.fandom.com/wiki/Citadel_Arena:_Prothean_Challenge,"Prerequisite: Mass Effect 3: From Ashes or Mass Effect Legendary Edition
Prerequisite: Citadel Arena: Reaper Solo Challenge
After completing the previously requested Reaper match, check the Combat Sim Controls in the arena to read the following e-mail:
Your Many-Eyed Friend
From: The ""Hour 20"" News Team

It has come to our attention that somehow you have a living Prothean in your crew. We see this as an opportunity for a media event that could give a shot in the arm to the galaxy's morale. Footage of a Prothean fighting the Reapers would be a great symbol of galactic resistance. The Armax Arena provides a realistic but safe opportunity to make this happen.

If you are interested, bring the Prothean to the arena, and select a Reaper enemy you think he can defeat. We'll do the rest. Attached to this email are the forms he needs to sign allowing his likeness to be used in Council space.

Yours,
Lara J. Delante
Executive Producer, ""Hour 20 With Azad Carter""
Alliance News Network

P.S. If he ever wants an interview, tell him that he can get one when he stops referring to our audience as ""stupid primitives.""","Complete a combat simulation against Reapers with Javik along as a squadmate. You are allowed another team member if you wish. The other settings can be changed accordingly—since most challenges are not mutually exclusive, you could conceivably finish other arena challenges at the same time, e.g. Citadel Arena: Thermal Clip Challenge or Citadel Arena: Charity Reaper Challenge.
After completion of the simulation, check the terminal for the following e-mail:
RE: Your Many-Eyed Friend
From: The ""Hour 20"" News Team

Commander Shepard,

Your Prothean friend is making waves. More importantly, he's giving people hope. Attached is the finder's fee for getting him on board.

Yours,
Lara J. Delante
Executive Producer, ""Hour 20 With Azad Carter""
Alliance News Network"
https://masseffect.fandom.com/wiki/Hades_Nexus:_Obelisk_of_Karza,"Prerequisite: Priority: The Citadel II
Prerequisite: Priority: Rannoch
After the Cerberus attack on the Citadel, listen to the researcher with a datapad sitting at the Courtyard in Presidium Commons, talking to someone on comms. He is on a bench near the billboard for Meridian Place, to the far right from General Septimus Oraka's bench. His team apparently ran out of time digging for the obelisk, and now it's in off-limits territory.
Alternatively, the obelisk can be found during a routine Search and Rescue operation once the Hades Nexus becomes accessible after the resolution of the geth-quarian war. If the object was retrieved in this manner, the mission initially appears in the journal as Citadel: Obelisk of Karza and later updates to the present form once you overhear the researcher talking about it.","Spacious office he's got there
The Hades Nexus only becomes available after Priority: Rannoch. Scan the moon Kopis from the Hoplos system in the cluster and speak to the researcher when you return to the Citadel. The obelisk is an artifact containing Prothean language translations, apparently akin to the Rosetta Stone but for Protheans.
After handing over the artifact, you will gain 5 Reputation, 15,000 credits and an update to the Alliance Engineering Corps War Asset."
https://masseffect.fandom.com/wiki/Citadel:_Wounded_Batarian,"Prerequisite: Priority: The Citadel II
In the Presidium Commons just before the stairs to the courtyard, an angry turian veteran and a human civilian will be talking about a batarian terrorist named Ghorek who is currently wounded, and being held on the Citadel. Simply overhearing their conversation activates the mission.","Upon receiving the mission the Spectre Terminal updates with a data entry on Ghorek containing his location. Note:  Reading it is optional; you can directly go to his location if you have been listening to the angry turian and human talking about him.
Ghorek, batarian terrorist AND terrorist victim
In the Citadel's Docks: Holding Area, go to the back of Cargo Hold C, or that section of the map with numerous batarians. There will be a turian nurse standing outside a refugee accommodation. Talk to the nurse, who tells you about the wounded terrorist's chances of survival, after which you will be allowed to talk to his batarian patient.
Ghorek's terrorist attacks was driven by a desire to avenge his homeworld, Aratoht, the colony destroyed in the Alpha Relay explosion. His motivation is the same, regardless of whether or not you did Arrival. If your Shepard was there, the exchange will be a bit more personal on both sides. Either way, Ghorek asks Shepard for mercy, and to take him off life support. You can either fulfill his request, or let the nurse administer a sedative. If the option to disable the life support is taken, Ghorek will thank you before dying.
Taking Ghorek off life support does not elicit a reaction from the nurse. After completing this mission, you will be granted 5 Reputation, 210 experience and 5,000 credits."
https://masseffect.fandom.com/wiki/Citadel:_Leviathan_II,Complete Mahavid: Leviathan.,"The artifact is shielded to prevent further unwarranted intrusions
Return to Bryson's lab on the Citadel. After EDI creates a shield around the Leviathan artifact to suppress its energies, search the lab for the next lead.
In the second room of the lab, look for a Project Information terminal. Shepard will inquire about the project Garneau was working on when he died. EDI reveals that it was Project Basilisk, but cannot find more information because Derek Hadley wiped the information from the servers and backups before he killed Bryson.
However, there is a message on Bryson's personal terminal. Head upstairs to listen to the message Ann Bryson left for her father.
You can find 2 clues to add to the galaxy map like before.
The first clue is found in the requisition locker. To access it, in the main room, open the drawer next to the husk experiment. Examine the PDA in the drawer.  This will give you the access card to open the locker. Examine the items in the locker including an Assault Rifle Omni-blade upgrade. Once you look at one of the missing items and one of the items still in the locker, EDI will add the search filter to the galaxy map.
Now examine the wall console in the first room right of the exterior door (it is the one that has the blackout crimes on it).  EDI will tell you that will not be helpful and suggest you look for a ship schematic. Read the datapad on the table across the room from this console, which will show that Ann Bryson flew on a ship called the Icarus. Then examine the computer console enough times to show the Icarus on the terminal, then examine the ship specs. EDI and Shepard figure it is a long range ship so they can rule out a relay system (or else they would have gone with a cheaper ship) adding another filter to the galaxy map.
You now have the precise location of the next mission.
Once you have the location, you can return to the Normandy and investigate the planet."
https://masseffect.fandom.com/wiki/Citadel:_Cerberus_Retribution,"Prerequisite: Priority: The Citadel II
On the flight of stairs leading to the C-Sec Outpost in Presidium Commons there are two arguing citizens who are planning to kill someone in C-Sec custody. One of them is conflicted and the other one is hungry for justice for their murdered spouses. Talking to them activates the mission.","Maybe it's not such a bright idea to discuss assassinations loudly where nosy Spectres can overhear
While questioning the citizens, you overhear a call from Captain Aaron Sommers informing them that he is in position at C-Sec and needs them to distract the security while he moves in to make the kill.
Go into the nearby C-Sec office and speak to Captain Sommers. The retired Alliance marine concludes that his plot has been exposed and explains that a C-Sec officer is in custody for aiding Cerberus during their attack on the Citadel. The officer is giving intel on Cerberus to C-Sec in exchange for a lighter sentence, but Sommers argues that he deserves to die for having murdered innocent people and executing his own friends. Since the officer is an Alliance veteran, like Sommers, and his actions dishonored the uniform, Sommers feels that it's up to him to deliver justice.
Ex-marine gets antsy for a body count after retirement
You can then choose how to resolve the situation:
Persuade Sommers to call off the hit (Paragon) - Shepard admonishes Sommers and points out that he would be dishonoring the Alliance uniform as well if he takes matters into his own hands. Sommers apologizes and shuts down the operation.
Allow Sommers to kill the officer legally (Renegade) - Shepard invokes their Spectre authority and sanctions Sommers's killing of the officer.
Warn Sommers - Shepard warns Sommers that he will be arrested if he attempts to kill the officer. Sommers leaves disappointed in Shepard's apparent lack of zeal against Cerberus.
Look the other way - Shepard pretends to be ignorant of Sommers's plot, allowing it to proceed.
You will receive morality points based on the above actions, plus 210 experience and 5,000 credits for resolving the mission."
https://masseffect.fandom.com/wiki/Apien_Crest:_Banner_of_the_First_Regiment,"Prerequisite: Priority: The Citadel I
A group of three turian officers can be found chatting inside Purgatory, in an alcove to the right of where James is located at the bar. Listen to their conversation to acquire the mission. You need to complete Priority: Palaven before you can acquire the mission in this way, due to Purgatory being unavailable before that.
Alternatively, you can also acquire the mission if you choose to conduct Search and Rescue operations in Castellus. This second way of acquisition is possible even before the Purgatory becomes available on the Citadel. In this case, the journal entry for this mission is named Citadel: Banner of the First Regiment, though it reverts to its current form after you talk to the turians.","Turian soldiers on shore leave
The Banner of the First Regiment is located on Digeris, the third planet in the Castellus system. Scan the planet to retrieve the item. Return to the Citadel and speak to the turian officer to finish the mission. If you retrieved the banner early, do note that access to Purgatory requires Priority: Palaven's completion.
Completing this mission gives you 5 Reputation, 15,000 credits, and updates the Turian Seventh Fleet War Asset."
https://masseffect.fandom.com/wiki/Priority:_Mars,"Prerequisite: Prologue: Earth
This mission is automatically acquired and started after the prologue mission's completion.","The outpost entrance. Your squad comes in from the lower right
Before doing anything, it might be wise to make a manual save point. Start by leveling up your squad as prompted. The first few scenes out of the shuttle have some optional View prompts that can help focus on what your squadmates are talking about. If you wish to see the Easter egg in this area, follow the developer directions below. This is the only opportunity to do so as the gap in the fence ahead is a one-way drop.
After going through the gap, you'll see a trio of corpses on the ground. James notices them and Kaidan/Ashley activates their omni-tool near one. 150 XP is awarded regardless of whether you examine the body, though if you do, you'll learn his name was Reeves, and that he was apparently taken unawares. There's also an M-92 Mantis here for pickup: if you don't take it here, you will still have a chance to get it later.
Doesn't look good for employment prospects when your former employer goes terrorist in six months
Up ahead you will hear some gunshots, then you'll see some Cerberus Assault Troopers ahead. The first group will be oblivious to your presence, and if you take a closer look they're executing civilians. You can take them by surprise, you have the higher ground, and they're all standing right next to each other. Make sure to position yourself and your squad in appropriate cover before engaging.
Note:  The View prompt that lets you see the executions up close may fail to appear in some cases such as rushing to the scene, which can even cost you the element of surprise as the Troopers detect your presence.
Another group of Troopers will be hiding behind the various vehicles parked further ahead, attempting to ambush you. Be wary as they will reveal themselves from multiple directions. Take them out accordingly, then move into the compound.
Exploit: Hitting the elevator button inside the complex entrance will instantly trigger the progression cutscene, bypassing any remaining enemies. It is possible to repeat a similar exploit many other times throughout this mission.
Into the Facility[]
There's not much time for cheery reunions, Liara gets down to business and shows where you're headed next
As the elevator pressurizes and Shepard's squad enters the research facility, you talk with the Virmire survivor about your loyalties; Paragon and/or Renegade points are available here. Your conversation is interrupted by sounds of gunfire: an asari is being pursued through the ventilation system by more Cerberus troops, but after dropping down she soon turns the tables on them. Having dealt with the immediate threat, Dr. Liara T'Soni turns to greet Shepard and company.
After a reunion that can vary depending on your past history with her, talk will turn to why she is on Mars. She reveals that she may have discovered a way to defeat the Reapers: plans for ""a device"", buried in the Prothean archives. It's apparent that Cerberus is likely here for those plans, so it's imperative to beat them to the archives, which can only be reached via a tramway that Liara points out to you.
You are again interrupted by Cerberus visitors; much to James's chagrin, Shepard will send him back to the shuttle to safeguard the team's exit, and you will gain Liara as a squadmate for the rest of the mission.
Note:  If James's Incendiary Ammo was applied to any of your squad's weapons, it will appear to still be active after he has left your party, but this is purely a misleading visual effect and it is no longer actually doing anything. You can (and should) activate any other ammo powers your team may possess.
Why waste heat sink capacity when you can simply bend the laws of physics
The cutscene will lead straight into a combat scenario, so be ready. You'll now have access to Liara's powers, and you may wish to pause a moment and allocate any unspent points into them before doing anything else. Kill off the troops that come through; spamming Liara's Singularity several times combined with your squad's fire is usually enough to eliminate all hostiles. Detonating her Singularities with follow-up biotic powers will expedite the process.
Note:  Even if you took health damage prior to entering the facility, you will start this encounter back at full health.
Pick up the med kit on the right (100XP) after finishing the battle. When you try to take the elevator up, you will discover that it has been sabotaged, so raise the vehicle lift, climb up the ramp to the left of the ET3 and jump across.
Head around to the right and open the door, then learn how to grab-kill a trooper from behind cover. Beware of the other enemies in the room afterwards, and expect an immediate close-quarters encounter and at least one grenade coming your way. Tip: It may be safer to clear this room without entering it, or by retreating back outside after performing the grab-kill. Liara's Singularities can easily flush out any trooper that stubbornly remains in cover.
Ariake Tech gauntlets + the Shuriken by the sitting dead soldier at the far back
Enter the next room and examine the datapad on the last row of chairs (75 XP). From here, enter the control room and examine the locker to pick up Ariake Technologies Gauntlets. Continue in a bit to pick up the M-4 Shuriken, and then another med kit (100 XP).
Cafeteria[]
Now, use the security console to unlock one of the two doors. Head to the exposed Martian environment outside and down the ladder into a walkway. At the end of it, right before the ladder up is the Kassa Fabrication Chestplate. After descending the ladder you can use a View prompt to zoom in on a running battle between Cerberus and the remaining Alliance forces on the tramway. Proceed and you'll receive a staticky transmission from James that gets more and more garbled until the storm's interference finally cuts him off completely.
Up the next ladder and after jumping across a gap at the top is a suspiciously open airlock. It's the maintenance entrance to a cafeteria, where a bunch of people died when someone vented the air from it. The lights are out, and you'll switch to flashlights so your vision will be reduced for a while. There's a datapad (75 XP) in the floor just before you descend the steps.
Today's Sunday Surprise is a fistful of omni-blade or biotic punch, courtesy of our new arrivals
The environmental controls highlighted by the HUD are in the room next to the cafeteria. As you descend the steps though, the shutters open to reveal several Assault Troopers, but they cannot see you as your team will switch off your flashlights. While they're discussing whether to check the cafeteria or not if your team is in it, you have the opportunity to grab-kill the closest enemy by leaning below the window. Otherwise, once they're done talking, the two guys closest to the window will move out of a locked door nearby, and you'll be forced to shoot through the glass to get at them instead.
In the cafeteria is an SMG Scope upgrade. Hop over the wall and use the medical station on the right (150 XP). Access the environmental controls to open the locked door and learn that the new researcher Dr. Eva Coré was the one who killed everyone off. A short conversation with Liara ensues where she expresses her doubts about winning a war with the Reapers. Respond how you choose and continue through the door.
Fighting Through the Corridors[]
Always get the drop on your enemies, not the other way around
Pick up the SMG Ultralight Materials and the datapad (75 XP) at the bottom of the stairs. You can then use the weapon bench on the right to change your loadout and apply the upgrades to Liara's weapons, and your own if you carry an SMG. If this is a repeat playthrough (New Game Plus) with the same character, you can equip any weapon or mod you had unlocked in your previous playthrough at the weapon bench. It may be a good idea to equip weapons and mods that can penetrate cover for additional effectiveness against Guardians with their shields up.
Note:  If you are not playing Legendary Edition, the final moments of this mission can be impossible to complete if you are carrying the M-77 Paladin, Scorpion, Acolyte, or Executioner Pistol. It is recommended that you switch them out or ensure that you have at least one faster-firing weapon at this time.
Mere headshots don't scare these other mooks
If you used the weapon bench, any ammo powers you had on your weapons will be reset, so take some time to reactivate them as you want before proceeding. Head up the stairs and through the door for another Cerberus wave. You'll now be facing Centurions and Guardians in addition to the normal Troopers. An Adept or Vanguard can use Pull to reliably remove the shields from the Guardians. Kaidan can use Reave which will go through their shields, or Liara's Singularity can also lift them shields and all, but they must be standing still before she uses it or it may only stagger them. Her Stasis power with the rank 6 Bubble evolution will reliably freeze Guardians and remove their shields, dropping them to the ground after wearing off. Otherwise, just aim at their feet or through the slot in their shields with an accurate weapon; grenades thrown behind them can also be effective. The enemies may not all come charging at you in which case you will have to move forward. Pick up the datapad (75 XP) on the right halfway up the corridor, then go around to the left into a long three-section hallway.
With the exception of Guardians, the Cerberus troops throughout this hallway fight tend to be beating a retreat, so moving up when you can will assist them in deciding to back up even further. Eventually they will retreat out of the section and seal the door behind them, so you don't necessarily have to kill every single enemy. In other words this is a good section to play relatively conservatively. When you turn left around the corner, you will be at a wide hatchway opening, and will need to pass through two additional similar hatchways before the remaining enemies will shout ""fall back to the tram station"" and retreat through the fourth such hatchway.
Would hate to be that guy who got turned into long pork
Next up you will find clean room sterilization controls. Look through the windows to see an orange barrier. Activate the console to move the barrier around the room. Wait until the barriers are maximally open before you deactivate the console. Enter the room to get a Sniper Rifle Extended Barrel, a Shotgun High Caliber Barrel, a med kit (100 XP), and a datapad (75 XP). Continue through the room and out the door on the far right side.
Autoturret and Tram[]
Liara sprinting toward cover while the turret is distracted gunning after Shepard
If you do not already have one, around the corner to the right, you will find the M-23 Katana. Open the door to the next area, and come face-to-face with a huge ceiling-mounted turret. Time to learn how to use extensive cover to avoid fire.
The turret targets you exclusively, so you don't have to worry about your squadmates getting ripped apart. Your squadmates move once you move, and once you move the turret takes a split-second to fire at you. Don't try skipping cover placements as you will not be fast enough to evade the turret's sight, and don't even try cloaking your way out as the turret can detect you. Just follow the on-screen prompts, you'll reach the other side eventually. At that point the turret deactivates permanently.
Exploit: The Cerberus soldiers in the control room will not come out. They are also passive prior to Shepard getting past the turret. Any time before the last piece of cover, an Engineer can spawn a Combat Drone inside the control room and none of the soldiers will react. Wait long enough and one drone can clear the entire room.
They're not guarding the station against threats, they're boxed in the station and there's no way out
Once you've dodged and rolled your way past the turret, open the door and kill off the Cerberus operatives: 4 Troopers and a Centurion. Pick up the med kit (100 XP) on the right, the datapad further up the room (75 XP), and the Sniper Rifle Concentration Mod. Be sure to fill up on ammo.
When you're done looting go and use the auto-turret controls. A short cutscene will have the turret officially deactivated, and Virmire survivor hatching a plan to lure a tram to the station by fooling troops at the archives into thinking that their enemies have been neutralized. Taking a transmitter from a dead Trooper's helmet will reveal that Cerberus has implanted its people with Reaper technology. Shepard then poses as Delta Team waiting for extraction, and Cerberus at the other end sends Echo Team over to help secure the station. More morality points are available in the ensuing conversation with Kaidan or Ashley as they continue to question Shepard's authenticity.
More meat for the Shepard meat grinder
You will get a brief tutorial on squad control in the next area. You can't move and the mission won't progress until you order at least 1 squadmate to move (You can actually order them to move anywhere, not just to the designated position). You can anticipate the arrival of the reinforcements through the long giant screen on top of the gateway: they're on Tram A.
Use superior tactics (or superior firepower if that's not your thing) to your advantage and kill Echo Team exiting the cable car: 5 Troopers, 1 Centurion, 2 Guardians. Tip: Before you activate the cable car, return to the control room and refill your ammo from the cartridges there, which will have respawned. There is also a resupply cache of grenades on the right side of the upper balcony overlooking the tram car. This will be your last easy opportunity to pick up ammo before the hardest and longest fight of the mission.
If you didn't take the M-92 Mantis near Sgt. Reeves at the beginning of the mission, you can pick up another by the cable car entrance.
A bunch of guys in a dogpile is usually more NSFW... although technically this also counts
Get on the cable car and turn it on. Near the other end there will be an explosion: your car will get stuck and a Cerberus one will start moving toward you. Liara's Singularity can pull operatives out of the car and suspend them in the air, dooming them to eventually fall to their deaths. Jump across to the other car once they are dead—or even before, if you like to fight at close quarters.
Tram Fight[]
Activate the other car and prepare for a fight as you arrive in the station: Troopers and Centurions en masse against you and your team.
Having barriers is good, having peripheral vision for those cover-mongering troopers is even better
This is the last big fight of the mission, and it's also very much the toughest you'll have faced so far in the game. Feel free to unleash everything you've got, even grenades. Beware of grenades thrown at you, and be wary of rushing into the smoke thrown down by the Centurions. It's usually safest to stay in the car during most of this fight because the cover offered outside of it is easily flanked, and if you have a reasonably long-ranged weapon the pillar at the rear of the car provides good visibility and is seldom reached by the constant stream of grenades. When the first wave starts to die down, a second one will stream in from the back, this time including some Guardians.
After the fight, pick up the M-15 Vindicator on the far left, investigate the medical station in the center of the room (150 XP), and the Shotgun Shredder Mod on the far right. Warning:  Taking the Vindicator is the absolute last chance to reconfigure your weapon loadout. If you're not playing Legendary Edition and still have a slow-firing pistol equipped, switch it out now.
Once you've finalized your loadout to your satisfaction, open the door at the end of the room.
Prothean Archives Chase[]
The Prothean Archives inside the facility
You find yourself at a large circular chamber. While the Virmire survivor inspects the far side of the room, you and Liara will come closer to the Prothean artifacts at the chamber's center. A hologram terminal will activate nearby, and the Illusive Man appears. A discussion with him occurs during which you can apply a Charm or Intimidate dialogue option depending on your Paragon/Renegade score. At the end of the conversation Ashley/Kaidan discovers the Cerberus mole Dr. Eva Coré stealing the Prothean data, and a chase begins.
If she gets more than 40m away you will fail the mission, so stay close. She will regularly fire Incinerate bolts at you that will stun you and slow you down if they land, so dodge them by performing a combat roll when needed. It's also not worth trying to attack her, as she has an exceptionally high shield recharge rate, and even if you do somehow bring down her shields, she will merely recharge them back to full strength instantly.
Given the urgency of the chase it's easy to overlook how the doctor can outrun your entire team without breathing in Martian air
Further along the chase Cerberus Troopers on a shuttle will arrive on the scene and attempt to harass you. Given the urgency of the situation, ignore them as they won't damage you significantly; if you can't resist, a Singularity from Liara can take care of them.
Warning: There is a moment right before the upcoming cutscene where you climb up a ladder after Eva, and at the top you can fire or launch powers at her one last time. If you are not playing Legendary Edition and have your pistol out at that time, DON'T FIRE, as you will have fewer shots to work with during the final confrontation with her.
At the end of the chase Eva jumps into the shuttle and is about to escape when James crashes his shuttle straight into hers. Your squadmates will pick each other up after the crash, but Eva jumps out of her burning shuttle, her organic disguise destroyed, and severely injures Ashley/Kaidan after the Illusive Man orders her to ""dispose"" of them.
Turns out she doesn't even need to breathe and she's on to you next after disposing of your Virmire survivor friend
After this, Eva will begin running at Shepard in slow motion, and you must shoot her. Shepard wields the currently equipped pistol during this sequence (or the M-3 Predator if no pistol was equipped), and certain pistols with a small magazine or unique mechanics (i.e., the M-77 Paladin, Scorpion, Acolyte, or Executioner Pistol) can make this sequence difficult, if not impossible to complete.
Legendary Edition:  The Predator pistol is always automatically equipped and fully loaded for the confrontation with Eva, with no other weapons available to switch to.
Tip: The key in this sequence is not to fire immediately once you're in control of Shepard again—WAIT a few seconds. Once time really slows down, THEN take your shots. Doing this, it's actually possible to down Eva in as few as two hits anywhere (headshots aren't required). If you start the sequence without a full clip, it is possible to reload in time to shoot Eva down provided you hit reload the instant you're able to. It is also possible to switch weapons if you need to, but again, do so immediately."
https://masseffect.fandom.com/wiki/Silean_Nebula:_Rings_of_Alune,"Prerequisite: Priority: The Citadel II
Prerequisite: Priority: Rannoch
Listen to an asari consultant's comm conversation with a salarian standing on the right when you exit the hospital elevator. She's with a human assistant, overseeing a trio of patients on the floor (human male, salarian, and either a human female or an asari in armor).
Alternatively, a Search and Rescue operation in the Silean Nebula will yield the artifact and this mission's journal entry. In this case it is labeled Citadel: Rings of Alune.","Patient garb is apparently in short supply due to the war
Note:  The Teyolia system only becomes available after Priority: Rannoch. That is a gap of at least 4 Priority missions from earliest mission acquisition to mission completion.
Scan planet Nevos in the Teyolia system and return the artifact to the asari at the Huerta Memorial Hospital. She needs it to declare a ""cultural crisis"" and get more asari support for the hospitals.
After handing the artifact to her, you'll gain 5 Reputation, 15,000 credits and the Citadel Defense Force War Asset will be updated."
https://masseffect.fandom.com/wiki/N7:_Cerberus_Fighter_Base,"Prerequisite: Priority: Tuchanka
You obtain this mission upon cementing the alliance between the turians and krogan. Specialist Traynor mentions this mission in passing, which then adds it to the journal.","Travel to the Horsehead Nebula and then land on the planet Noveria. Hackett will brief you on the way down, and Cortez will drop you on a small landing platform above the main pad.
Clear the area[]
As soon as you land you will find Assault Troopers and Centurions already present on the location. Take out the enemies in the upper area: note that they are dropping down from above to attack you and can throw grenades from there. Then move forward and clear the enemies in the lower area.
Reach the command center[]
Pick the area clean before engaging the control panel
Once you've cleared all the enemies, you'll have one of the few enemy-free periods of the mission, so before activating the control panel, head around and collect all of the items because once you start the next section of the mission it will become difficult.
From where you started, move forward along the same level and around the corner to the left. Head forward and between the doorway and the ladder you can find Spare Parts to salvage (2,000 credits). Go through the doorway and down the stairs, and at the bottom go around to the right for the medical station against the wall and the Pistol Magazine Upgrade on the chairs.
Head around and examine the computer console on the other side of the room. Go down the stairs, turn the corner to the right and salvage the Spare Parts (2,000 credits). Head forward to the console in front of you to salvage a datapad (2,000 credits).
In the corner where the datapad was found high up on the wall are Heating Unit Schematics. Access the medical station on the wall before going outside. Head to the right and at the back of the catwalk you'll find more Spare Parts to salvage (2,000 credits). Turn around and in the middle of the two catwalks is another med kit. Head to the right and in the far corner by one of the red rectangle marked pillars are some more Spare Parts to salvage (2,000 credits).
Once you have collected all the items, return back into the building with the heating unit stabilizers. On the opposite wall to the right of the display, you can find the security console to deactivate. Pick a team member to deactivate the console.
Withstand the Cerberus attack[]
Once the security panel is activated by one of your team members, you will have to fight off a wave of Troopers plus a Centurion and a Guardian with only your remaining squadmate. It's not a large wave but it deploys from all directions, so watch your flanks and be ready to move quickly when a surprise grenade arrives.
When they're dead, you will have to activate the console on the left of the display — if you have not collected the credits and items do so before activating the console, as this is your last opportunity without being harassed.
Clear the landing pad[]
Beware of the enemy's... assets
After the activation you need to clear the landing pad of Troopers, two Centurions, two Combat Engineers, and a Nemesis.
You can choose the indoor path or the outdoor path, though note that the outdoor path gives your enemies the vertical advantage as well as allowing the Nemesis more chances to snipe you. An Atlas will be sent as the last unit you have to deal with, but only once all the other forces are cleared, so you'll be able to concentrate on it exclusively. As soon as you kill the Atlas you will be returned to the Normandy to de-brief with Admiral Hackett.
Note:  Because the mission will end immediately upon destruction of the Atlas, be sure to grab all the items before that happens.
Completion of this mission rewards 10,000 credits, +5 Reputation, and the Advanced Fighter Squadron War Asset."
https://masseffect.fandom.com/wiki/Citadel:_Shore_Leave,"Prerequisite: Mass Effect 3: Citadel
Prerequisite: Priority: The Citadel II
Check your private terminal and read the following message from Admiral Hackett to activate the mission.
Priority: Citadel Shore Leave
From: Admiral Hackett

Commander Shepard,

I'm ordering the Normandy into dry dock on the Citadel for much needed repairs. She's seen a lot of action lately and needs a little TLC.

A small army of techs will take care of the details once you arrive, so let's get your crew out of there. You're all on shore leave: that's an order. We need everybody at their best. 

One more thing: Admiral Anderson has an apartment on the Wards. Head over there when you arrive. I hear it's a nice place.

Admiral Hackett","Personal Apartment[]
Upon arriving at the Citadel, select the Personal Apartment option to travel to Anderson's personal apartment on the Citadel. Once you arrive, Anderson will contact you from Earth and he turns the apartment over to Shepard, saying that he no longer needs it.
Take some time and explore the apartment as it is quite spacious. After a short while an automated voice will notify you of receiving a message and the computer in the study will start beeping. This can be ignored. Once you are ready, head over to the Private Terminal on the ground floor in the back where you will have a message from Joker waiting.
Dinner at sushi place on me!
Hey Shepard,

I've got a few things I wanted to go over with you. With the Normandy in dry dock, I figured we could meet up at that Ryuusei sushi place down in the Wards. I hear it's the best.

Joker
Once you are ready, leave the apartment, walk down the hall and use the Elevator to travel to the wards.
Sushi Bar[]
It's all about drinks and umbrellas at first
After leaving Shepard’s new apartment, a taxi will be shown flying through the Citadel and into the wards. Once Shepard arrives, there is a queue, but the host notices Shepard and lets the Commander bypass the line, saying that the table is waiting. Joker and Shepard wave to each other. Head into the back corner of the restaurant and talk to Joker. There are no other interactions in the restaurant save for a brief chat with the host and the bartender each, though there are some amusing conversations between patrons you can listen in on.
Joker comments about the ambiance and the long line outside, nodding to where an Alliance soldier in dress uniform is trying to get Shepard's attention. Shepard then changes the subject to the dry docking of the Normandy. Joker expresses reluctance in letting ""shifty aerospace engineers"" have their hands on the ship, and you can either remind him it's shore leave or agree with him for morality points.
Then the bearer of bad news comes along...
After the small talk, Joker asks why Shepard invited him here, but the Spectre replies that Joker sent the invitation. Their confusion is interrupted by the soldier outside, who has finally broken through the host's defensive line.
When she reaches the table, she introduces herself as Staff Analyst Maya Brooks of Alliance intelligence, and proclaims that someone is trying to kill Shepard. Joker makes note of the fact that Shepard is already being targeted by multiple organizations, and that it isn't news. Brooks restates that the group she is referring to are new people and that they are hacking Shepard's account, communications, and are targeting the Spectre personally. You must offer a response at this, either inquisitive or annoyed, again for morality points.
Shepard then tells Brooks to calm down after she tells a story about the last time she guessed at intel and tells her to start from the beginning.
Mass Effect 3: Citadel Navigation




Mission Index

Next Mission →




Missions

Citadel Wards: Ambush"
