Quest URL,Content
https://zelda-archive.fandom.com/wiki/Follow_the_Sheikah_Slate,"""From out of nowhere, you hear a woman's voice speak to you... She instructs you to head to the marker displayed on the Sheikah Slate.""
""The slate is both alien and somehow familiar to you... You find that you can access its map by pressing the - Button.""
Quest completed:
""When you inserted the Sheikah Slate in the pedestal marked on the map, a giant tower erupted upward from the ground, carrying you high into the air.""
""From Hyrule Castle, off in the distance, you hear the woman's voice speaking to you again...""
The Legend of Zelda: Breath of the Wild


Characters


Calamity Ganon · Daruk · Hylia · Impa · Kohga · Link · Mipha · Old Man · Paya · Purah · Revali · Sheikah Monks · Urbosa · Zelda—Full list of characters


Bosses


Windblight Ganon · Fireblight Ganon · Master Kohga · Thunderblight Ganon · Waterblight Ganon · Calamity Ganon · Dark Beast Ganon · Monk Maz Koshia (DLC)


Mini-Bosses


Black Hinox · Blue Hinox · Frost Talus · Hinox · Igneo Talus · Molduga · Stalnox · Stone Talus · Igneo Talus Titan (DLC) · Molduking (DLC)


Locations


Central Hyrule · Necluda · Hebra · Eldin · Gerudo · Lanayru · Akkala · Faron—Full list of locations


Shrines


Ja Baij Shrine · Keh Namut Shrine · Oman Au Shrine · Owa Daim Shrine · Saas Ko'sah Shrine · Ta'loh Naeg Shrine · Tena Ko'sah Shrine · Shrine of Resurrection · Sword Monk's Shrine (DLC)—Full list of shrines


Dungeons


Vah Medoh · Vah Naboris · Vah Rudania · Vah Ruta · Hyrule Castle · Yiga Clan Hideout · Final Trial (DLC)


Equipment


Key Items


Sheikah Slate · Paraglider · Small Key · Spirit Orb · Korok Seeds · Bridles · Saddles · Thunder Helm · Travel Medallion (DLC) · Picture of the Champions (DLC)—Full list of items


Inventory


Weapons · Bows and Arrows · Shields · Armor · Materials · Food—List of Equipment


Runes


Remote Bomb · Magnesis · Stasis · Cryonis · Camera · amiibo · Master Cycle Zero (DLC)


Races


Deity · Demon · Dragon · Fairy · Gerudo · Goron · Hylian · Korok · Rito · Sheikah · Zora"
https://zelda-archive.fandom.com/wiki/Free_the_Divine_Beasts,"Free the Divine Beasts

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
Impa


Type
Main Quest


Location
Kakariko Village


Prerequisite(s)
""Seek Out Impa"" completed
Free the Divine Beasts is a main quest from The Legend of Zelda: Breath of the Wild. It is given to Link by Impa in Kakariko Village, and completing it requires the completion of four sub-quests: ""Divine Beast Vah Ruta"", ""Divine Beast Vah Medoh"", ""Divine Beast Vah Rudania"", and ""Divine Beast Vah Naboris""."
https://zelda-archive.fandom.com/wiki/EX_Champion_Mipha%27s_Song,"EX Champion Mipha's Song

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
None


Type
Main Quest


Location
Vah RutaJa'Abu Ridge


Prerequisite(s)
Yowaka Ita ShrineRohta Chigah ShrineRuvo Korbah ShrineEtsu Korima Shrine


Reward(s)
Mipha's Grace +
EX Champion Mipha's Song is a main quest from The Legend of Zelda: Breath of the Wild. It is unlocked upon installation of the DLC Pack ""The Champions' Ballad"". The quest is triggered during the main quest ""EX Champions' Ballad"", Link has to go to the Ja'Abu Ridge after wielding the One-Hit Obliterator in Great Plateau."
https://zelda-archive.fandom.com/wiki/Divine_Beast_Vah_Medoh,"Divine Beast Vah Medoh

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
Kaneli


Type
Main Quest


Location
Rito Village


Prerequisite(s)
""Free the Divine Beasts"" triggered


Reward(s)
Great Eagle BowRevali's Gale
Divine Beast Vah Medoh is a main quest from The Legend of Zelda: Breath of the Wild. It is given to Link by Kaneli in Rito Village."
https://zelda-archive.fandom.com/wiki/Reach_Zora%27s_Domain,"Reach Zora's Domain

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
Prince Sidon


Type
Main Quest


Location
Inogo Bridge


Prerequisite(s)
""Follow the Sheikah Slate"" completed


Reward(s)
Zora Armor
Reach Zora's Domain is a main quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Prince Sidon at the Inogo Bridge in the Lanayru region. To complete this quest, Link must reach the Zora's Domain."
https://zelda-archive.fandom.com/wiki/Find_the_Fairy_Fountain,"Find the Fairy Fountain

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
Pikango


Type
Main Quest


Location
Kakariko Village


Prerequisite(s)
Camera Rune obtained


Reward(s)
None
Find the Fairy Fountain is a main quest from The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Pikango at the Kakariko Village. Link has to find the Great Fairy Fountain of Cotera located near the village and simply take a snapshot as proof of its existence to Pikango. In order to complete it, two things are needed: one being the Camera Rune and having the Great Fairy Fountain near Kakariko Village activated for Rupees. Link can also preemptively get a picture of the Great Fairy Fountain before even talking to Pikango and initiating the quest.
This quest is part of a trio that needs to be completed to unlock the Shrine quest ""The Stolen Heirloom"" for locating the Lakna Rokee Shrine nearby, alongside ""Flown the Coop"" and ""By Firefly's Light""."
https://zelda-archive.fandom.com/wiki/The_Isolated_Plateau,"At the at beginning of quest:
""After your descent from the tower, the old man told you that the kingdom of Hyrule was destroyed 100 years ago by Calamity Ganon.""
""You heard a voice coming from Hyrule Castle, but you cannot reach it unless you leave the plateau using the paraglider.""
""The old man said that he will give you the paraglider in exchange for a treasure that lies within a hidden location somewhere...""
After completing one of the four Shrines of the Great Plateau:
""The Old Man explained that there are a total of four Shrines on the plateau. He said that he will give you the Paraglider once you have acquired the Spirit Orb from all four Shrines. He told you to survey the plateau from the top of the tower to find the remaining shrines. He also pointed out that you can use your Sheikah Slate if you need to travel quickly.""
After completing all of the four Shrines of the Great Plateau:
""After you acquired the Spirit Orbs from the shrines, the old man told you that he'll be waiting in the place centered amid the four shrines, before mysteriously disappearing...""
After meeting with the Old Man in the spire of the Temple of Time:
""The Old Man you were talking to informed you that he was King Rhoam. The voice you heard coming from Hyrule Castle was Princess Zelda.""
""The Princess is trapped inside the castle, which is shrouded in Malice, fighting against Ganon...""
""The King's Ghost left you with one last directive: rescue Princess Zelda and defeat Ganon. He gave you the Paraglider now that his duty is done."""
https://zelda-archive.fandom.com/wiki/EX_Champion_Daruk%27s_Song,"EX Champion Daruk's Song

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
None


Type
Main Quest


Location
Vah RudaniaEldin Mountains


Prerequisite(s)
Yowaka Ita ShrineRohta Chigah ShrineRuvo Korbah ShrineEtsu Korima Shrine


Reward(s)
Daruk's Protection +
EX Champion Daruk's Song is a main quest from The Legend of Zelda: Breath of the Wild. It is unlocked upon installation of the DLC Pack ""The Champions' Ballad"". The quest is triggered during the main quest ""EX Champions' Ballad"", Link has to go to the Eldin Mountains after wielding the One-Hit Obliterator in Great Plateau."
https://zelda-archive.fandom.com/wiki/Captured_Memories,"Captured Memories

Have an image for this quest?Then please upload it!


First appearance
The Legend of Zelda: Breath of the Wild (2017)


Given by
Impa


Type
Main Quest


Location
Kakariko Village


Prerequisite(s)
""Locked Mementos"" completed


Reward(s)
Champion's Tunic
Captured Memories is a main quest from The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Impa at Kakariko Village.
Upon showing Impa that he has at least one recovered memory, Link will receive a Champion's Tunic. Whether or not Link has restored all of his memories will affect the ending of his journey. In order to recover his lost memories, Link must travel to twelve spots, indicated by the pictures that lie within the Sheikah Slate.
Pikango, the travelling artist, will give Link hints about where certain pictures were taken. He can be found in Kakariko Village or near stables around Hyrule
When Link finds one of these twelve locations, it is marked with a glowing spot on the ground that allows him to recall a memory associated with that location. This unlocks a clip that can be rewatched in the Adventure Log.
Locations[]
Sacred Ground Ruins
Lake Kolomo
Ancient Columns
Kara Kara Bazaar
Eldin Canyon
Irch Plain
West Necluda
Hyrule Castle
Spring of Power
Sanidin Park Ruins
Lanayru Road - East Gate
Hyrule Field
After recalling all twelve memories and speaking to Impa again, Link can take a picture of the photo she shows him, leading him to the west side of Blatchery Plain to recall the final memory."
https://zelda-archive.fandom.com/wiki/Divine_Beast_Vah_Rudania,Divine Beast Vah Rudania is a main quest from The Legend of Zelda: Breath of the Wild. It is given to Link by Bludo in Goron City.
