Mission URL,Category,Overview,Story/Walkthrough
https://reddead.fandom.com/wiki/The_Sheep_and_the_Goats,Chapter_2:_Horseshoe_Overlook,"Arthur helps John with a plan to rustle a herd of sheep and sell them at auction in Valentine.
After selling the sheep, Arthur, John, Dutch and Strauss are confronted by Leviticus Cornwall and his henchmen, which turns into a shootout.","Arthur meets with John in the south part of Valentine near the auction yard. John says that he has found a lead, and points out some sheep in a pen. He then tells Arthur to follow him to the gun store to buy a sniper rifle. As they walk through town, Arthur tells John about how returning to Blackwater is still too dangerous despite Dutch's talk and how the world is changing around them and believes they may be ""the last"". Once at the gun store, Arthur buys a Rolling Block Rifle, since John isn't on good terms with the gunsmith. Arthur then follows John on horseback towards the valley.
During the ride, the pair argue about John's family ways with Jack, during which Arthur advises John to ""not be two people at once"". John then tells Arthur his plan; to steal a herd of sheep heading from Emerald Ranch for sale and auction them. The pair head to the top of a cliff, where they see the herd passing below. Arthur follows John's instructions and shoots the ground to scare the ranch hands. Arthur and John then ride to the scattered sheep and round them up before leading them to the auction house, with Arthur directing the sheep due to John's inability to do so.
However, the auctioneer becomes suspicious of the sheep's origins and argues with Arthur. John will then negotiate his requested 25% share down to 18% to prevent him from snitching. Arthur and John then meet up with Dutch at the nearby Keane's saloon who is arguing with Strauss.
Dutch beckons Strauss and John to collect the payment on the sheep before asking Arthur to join him for a drink. Shortly thereafter, Leviticus Cornwall arrives with an entourage of private guards outside the saloon, demanding Dutch to show himself. He has John and Strauss held outside as hostages. Cornwall leaves before Dutch and Arthur confront the men, and Dutch vocally distracts them so Arthur can draw his gun and free John and Strauss. After the guards have been dispatched, a firefight will then ensue in the town. While making a run through the main street, Strauss is shot and the others are forced to grab a wagon to serve as cover and protect him. Once the group gets far enough, Arthur picks up Strauss and moves him to the back of John's horse.
Due to the skirmish in the town, Dutch decides that the gang will have to move camp again before fleeing with John and Strauss. Arthur stays behind and escapes Valentine and the law before heading back to camp at Horseshoe Overlook."
https://reddead.fandom.com/wiki/A_Strange_Kindness,Chapter_2:_Horseshoe_Overlook,"Wanting the gang to lie low after the trouble in Valentine, Dutch asks Arthur and Charles to scout out a new camp location at Dewberry Creek.","After getting involved in a shootout in Valentine, Arthur rides back to camp to find the gang packing up. Dutch says that Micah told him of a good hideout spot at Dewberry Creek, and sends Arthur and Charles to check it out.
Upon reaching the dried-up creek, the pair notes it's a poor spot and they find a dead body in the riverbed. They soon find a small camp nearby and a German family hiding under a wagon. The family could hardly speak English. However, the daughter managed to communicate that the father had been kidnapped. Arthur doesn't want to look for him, but Charles convinces him, and the two ride off to search for the man.
They follow a horse trail and reach a clearing by Flat Iron Lake. They find the father tied up, but are attacked by bandits. Once the assault has been put down, Arthur unties the man and takes him back to his family. While riding back, he tells Arthur (in German) his family runs a gold mining business, and he was being held for ransom. Arthur doesn't understand what the man is saying. On returning to his family, the man gives Arthur a gold bar as a token of appreciation for rescuing him.
Later, the rest of the gang meet up with Arthur at their new campsite. Dutch likes the look of it and assures Arthur that they will make the best of it."
"https://reddead.fandom.com/wiki/Polite_Society,_Valentine_Style",Chapter_2:_Horseshoe_Overlook,"In search of new leads for the gang, Karen, Tilly and Mary-Beth convince Arthur and Uncle to ride out to Valentine with them.","Arthur wakes Uncle up in camp while he's sleeping. After pointing out Uncle's constant laziness, Arthur tells him to get in the wagon as they need to get some things in Valentine. Karen, Tilly, and Mary-Beth convince Arthur to let them go as well. While they get on the wagon and ride out, the girls sing a song. As they near Valentine, the group encounter a man whose horses have fled from his wagon. Arthur can either help him get his horse back from nearby or refrain entirely; helping the man results in a small Honor boost, while refusing results in a small loss. Once they resume the ride, they reach Valentine, where the women explore the town in order to find any leads, while Arthur and Uncle buy supplies from the general store and have a few drinks before Arthur dozes off.
Afterward, Arthur is awakened by Mary-Beth, who informs Arthur of a train coming down through Scarlett Meadows, filled with rich tourists and laden with baggage. Arthur approves of the idea, and John later helps Arthur plan to rob it. Arthur then notices Tilly is being harassed by a man across the street. After sternly warning the man to leave, Arthur enters the Saints Hotel to find Karen. He finds her having been hit by a man she was attempting to steal from, who Arthur then takes care of.
After the group meets outside, a man asks Arthur if he was in Blackwater, as part of the failed ferry robbery. Arthur denies it, but the man doesn't believe him and rides off. Arthur steals a horse from a resident in the town and chases after the man until he falls off his horse and hanging on a cliff. Arthur can choose to either save him or kill him.
If he is saved, the man says that his name is Jimmy Brooks and thanks Arthur, who admits that he was in Blackwater recently. As thanks, Brooks gives Arthur a pen and rides away; the player will gain a significant amount of Honor accordingly. Alternatively, the player can stamp on his hand or refuse to help him and cause Brooks to fall to his death, causing a substantial loss of Honor.
After completion of the mission, the player may come back to Valentine to return the horse they borrowed for a small honor gain. They may also keep or abandon her, to which the owner will be displeased as he claims to have spent six months worth of pay for her."
"https://reddead.fandom.com/wiki/Good,_Honest,_Snake_Oil",Chapter_2:_Horseshoe_Overlook,"Following a tip from the Valentine Sheriff, Arthur attempts to capture and turn in Benedict Allbright, a wanted criminal, out near the Dakota River.","Following Uncle's advice, Arthur enters the sheriff's office in Valentine. He speaks with Sheriff Curtis Malloy, who points out a wanted poster on the wall for Benedict Allbright, a snake oil salesman who is engaged in quackery. His medicine is killing people, and Arthur is asked to bring him in alive. After finding Allbright, Allbright is initially suspicious that Arthur is a bounty hunter. Arthur pretends he is looking for medicine for his sick mother, and after being handed the medicine, he throws it in the water and aims his revolver at Allbright. Allbright claims he is a healer and can speak to spirits, and refuses to come in.
Arthur is forced to save his life after he nearly falls off the cliff, but Allbright is dismayed that Arthur still intends to bring him in. Allbright jumps into the water below, but gets caught in the current (if Arthur fails to pull him back up onto the cliff, he will fall into the river without the intervening cutscene). Arthur chases after him, and eventually catches him with his lasso, hogtying him. He transports Allbright to the sheriff's office, and collects the bounty."
https://reddead.fandom.com/wiki/Pouring_Forth_Oil_I,Chapter_2:_Horseshoe_Overlook,"Following Mary-Beth's train lead, John and Arthur plan to steal an oil wagon to block the tracks.","In camp, Susan Grimshaw informs Arthur that John was looking for him, and is by the tree. When Arthur goes to John, John says that Uncle told him about a potential train robbery that was discovered by Mary-Beth during a trip to Valentine. Arthur is initially reluctant, until John tells him of his idea to get an oil wagon and put it onto the tracks, to force the train driver to stop the train. Impressed by this idea, Arthur volunteers to find a suitable oil wagon while John heads into Valentine to get additional supplies and something for Abigail."
https://reddead.fandom.com/wiki/Pouring_Forth_Oil_II,Chapter_2:_Horseshoe_Overlook,Arthur steals an oil wagon to use in the train job being planned by John.,"As part of the plan to rob a train with John Marston, Arthur Morgan travels to Cornwall Kerosene & Tar to steal an oil wagon that will be used during the robbery to stop the train. Arthur manages to take the wagon, and delivers it to Old Trail Rise, where it will remain until ""Pouring Forth Oil IV"".
Alternatively, Arthur can intercept an oil wagon en route to the factory from Valentine, which is particularly safer, but it takes longer to get to the drop off."
https://reddead.fandom.com/wiki/Pouring_Forth_Oil_III,Chapter_2:_Horseshoe_Overlook,John and Arthur discuss the final plans before the train job.,"At camp, Arthur informs John that the oil wagon required for the train robbery has been delivered to the drop-off point and that they are now ready to rob the train. Arthur suggests that they should take another gang member, recommending Charles. John goes to find him, and tells Arthur to meet him at the wagon's location when he can.
Alternatively, if the player failed to complete ""Pouring Forth Oil II"", John tells Arthur that he got the oil wagon himself."
https://reddead.fandom.com/wiki/Pouring_Forth_Oil_IV,Chapter_2:_Horseshoe_Overlook,"Blocking the tracks with the heavy oil wagon, Arthur, John, Charles and Sean board the train and rob valuables from the rich passengers and baggage car.","Arthur arrives at the stolen oil wagon and finds that Sean is already there, practicing his quickdraw with bottles, wanting to show he could do well in combat. The two of them exchange friendly insults, and Arthur shoots a bottle by a quickdraw. Sean convinces Arthur to let him come along on the robbery with him (despite John not wanting him to come), though Arthur is doubtful, even comparing Sean to Micah to which Sean shows disapproval by referring to Micah as ""oily turd"". Sean teases Arthur, saying that he is threatened by his ""youthful vigor"". The two then wait for nightfall.
Once night comes, John and Charles arrive and the gang drive to a railroad crossing on the state line between New Hanover and Lemoyne. Arthur parks the wagon on the tracks and unhitches the horses, while the other three wait and hide. Arthur stands on top of the wagon as the train is forced to stop. The driver gets out and is knocked unconscious by Charles as Arthur boards the train. Arthur and John storm the carriages and proceed to rob the passengers, during which Arthur tells Sean to look for the baggage car. Upon reaching the third carriage, John tells Arthur to go on ahead and help Sean. Arthur finds Sean who has found the baggage car, but just as he enters, a guard bashes Sean on the head as more guards appear, forcing Arthur to kill them. Arthur then loots the baggage car while Sean recovers.
Sean then sees a pair of lawmen arrive and order the gang to surrender. Arthur tells them to leave since there is just two of them, but soon has to eat his words when more lawmen appear from the trees, forcing the gang to open fire. After a short firefight, Arthur and the gang get on their horses and ride away.
After escaping the lawmen, the four share the take and split up, agreeing to meet back at camp."
https://reddead.fandom.com/wiki/A_Fisher_of_Men,Chapter_2:_Horseshoe_Overlook,Arthur does a favor for Abigail and takes Jack out on a fishing trip.,"Arthur speaks to Abigail in camp, who asks him to do something fun with Jack, as he seems rather bored. Arthur is reluctant at first, but soon agrees. He heads over to Jack and greets him as he is playing in the grass. He invites Jack to come fishing with him. Jack seems interested, so Arthur mounts his horse and lifts Jack up so they can go. On the way, Jack asks Arthur if they are going back to the gang's previous campsite near Blackwater, as he left his Penny Dreadful storybook there. Arthur tells they can't go back, but promises to find Jack a new storybook.
Once at the river, the two start fishing, during which Jack decides to pick some flowers and make something. Once Arthur catches at least three fish, Jack shows him a necklace he made out of the flowers, and two Pinkertons interrupt. They introduce themselves as Agents Milton and Ross. They explain that they were dispatched to find the gang after the robbery of one of Leviticus Cornwall's trains near Granite Pass, and that they want Dutch. Arthur tries to play innocent, but Milton says that he has already seen the ""philosophy lesson"" from Mac Callander, whom he had captured and tortured to death after the skirmish in Blackwater. Arthur is infuriated and exchanges hostile words with Milton before the two agents leave.
On the way back to camp, Jack asks why Arthur lied about Dutch and what the agents said about Mac. Arthur hopes that Mac is ""fine where he is"" and tells Jack to not worry about the ""disagreeable men"". After returning Jack to Abigail, Arthur heads over to Dutch to tell him about Milton and Ross and asks what they should do. Dutch believes that the Pinkertons want to scare them, and decides that they should all do nothing and just stay calm."
https://reddead.fandom.com/wiki/The_Sheep_and_the_Goats,Chapter_2:_Horseshoe_Overlook,"Arthur helps John with a plan to rustle a herd of sheep and sell them at auction in Valentine.
After selling the sheep, Arthur, John, Dutch and Strauss are confronted by Leviticus Cornwall and his henchmen, which turns into a shootout.","Arthur meets with John in the south part of Valentine near the auction yard. John says that he has found a lead, and points out some sheep in a pen. He then tells Arthur to follow him to the gun store to buy a sniper rifle. As they walk through town, Arthur tells John about how returning to Blackwater is still too dangerous despite Dutch's talk and how the world is changing around them and believes they may be ""the last"". Once at the gun store, Arthur buys a Rolling Block Rifle, since John isn't on good terms with the gunsmith. Arthur then follows John on horseback towards the valley.
During the ride, the pair argue about John's family ways with Jack, during which Arthur advises John to ""not be two people at once"". John then tells Arthur his plan; to steal a herd of sheep heading from Emerald Ranch for sale and auction them. The pair head to the top of a cliff, where they see the herd passing below. Arthur follows John's instructions and shoots the ground to scare the ranch hands. Arthur and John then ride to the scattered sheep and round them up before leading them to the auction house, with Arthur directing the sheep due to John's inability to do so.
However, the auctioneer becomes suspicious of the sheep's origins and argues with Arthur. John will then negotiate his requested 25% share down to 18% to prevent him from snitching. Arthur and John then meet up with Dutch at the nearby Keane's saloon who is arguing with Strauss.
Dutch beckons Strauss and John to collect the payment on the sheep before asking Arthur to join him for a drink. Shortly thereafter, Leviticus Cornwall arrives with an entourage of private guards outside the saloon, demanding Dutch to show himself. He has John and Strauss held outside as hostages. Cornwall leaves before Dutch and Arthur confront the men, and Dutch vocally distracts them so Arthur can draw his gun and free John and Strauss. After the guards have been dispatched, a firefight will then ensue in the town. While making a run through the main street, Strauss is shot and the others are forced to grab a wagon to serve as cover and protect him. Once the group gets far enough, Arthur picks up Strauss and moves him to the back of John's horse.
Due to the skirmish in the town, Dutch decides that the gang will have to move camp again before fleeing with John and Strauss. Arthur stays behind and escapes Valentine and the law before heading back to camp at Horseshoe Overlook."
https://reddead.fandom.com/wiki/A_Strange_Kindness,Chapter_2:_Horseshoe_Overlook,"Wanting the gang to lie low after the trouble in Valentine, Dutch asks Arthur and Charles to scout out a new camp location at Dewberry Creek.","After getting involved in a shootout in Valentine, Arthur rides back to camp to find the gang packing up. Dutch says that Micah told him of a good hideout spot at Dewberry Creek, and sends Arthur and Charles to check it out.
Upon reaching the dried-up creek, the pair notes it's a poor spot and they find a dead body in the riverbed. They soon find a small camp nearby and a German family hiding under a wagon. The family could hardly speak English. However, the daughter managed to communicate that the father had been kidnapped. Arthur doesn't want to look for him, but Charles convinces him, and the two ride off to search for the man.
They follow a horse trail and reach a clearing by Flat Iron Lake. They find the father tied up, but are attacked by bandits. Once the assault has been put down, Arthur unties the man and takes him back to his family. While riding back, he tells Arthur (in German) his family runs a gold mining business, and he was being held for ransom. Arthur doesn't understand what the man is saying. On returning to his family, the man gives Arthur a gold bar as a token of appreciation for rescuing him.
Later, the rest of the gang meet up with Arthur at their new campsite. Dutch likes the look of it and assures Arthur that they will make the best of it."
https://reddead.fandom.com/wiki/Americans_at_Rest,Chapter_2:_Horseshoe_Overlook,"Bill starts a brawl in Smithfield's Saloon in Valentine as Javier, Charles and Arthur attempt to charm the locals.","The player can find Javier at the bar speaking to a pair of women with Charles, after which Arthur promptly scares them away with rudeness. Arthur, Javier, and Charles have a drink and wait for Bill at the bar. They don’t have to wait long; Bill walks in, but he bumps into another patron on the way and headbutts him, starting a bar fight.
After taking out one of the patrons, the player can choose to assist Javier or Charles with their opponents, or help Bill who is getting beaten by three men. After this, Tommy, the biggest and strongest local at the saloon, emerges from upstairs. He immediately attacks Javier, while another man jumps the player. After breaking free from him, Bill tells Arthur to save Javier and a brawl will ensue outside between Arthur and Tommy.
Upon pinning Tommy to the ground and severely beating him in the head, Thomas Downes, a bystander, runs up from the crowd and begs Arthur to spare Tommy, which he does. As Arthur goes to rest, Dutch arrives. With him is Josiah Trelawny, an old friend who was looking for the gang in Blackwater. He says that some bounty hunters are holding Sean MacGuire, a member of the gang who went missing during the failed ferry robbery. Charles and Javier are sent to find out more information, and Arthur is told to get cleaned up before joining the other two near Blackwater to rescue Sean."
