Quest URL,Content
https://zelda-archive.fandom.com/wiki/A_Landscape_of_a_Stable,A Landscape of a Stable is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is given to Link by Mayro at Foothill Stable. Completing this quest gives access to Tah Muhl Shrine.
https://zelda-archive.fandom.com/wiki/The_Gut_Check_Challenge,"The Gut Check Challenge is a Shrine quest from The Legend of Zelda: Breath of the Wild. The quest is obtained from Bayge at Gut Check Rock. Bayge challenges Link to climb all they way to the top in 3 minutes in addition to collecting 100 Rupees on his way. Once this is done, Bayge allows Link to access the shrine behind him.
Mini-game[]
After completing the quest, Link can repeat the challenge as a mini-game to earn Rupees."
https://zelda-archive.fandom.com/wiki/Into_the_Vortex,Into the Vortex is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is given when Link reads a stone tablet near the beach to the east of Tarrey Town. Completing it gives access to Ritaag Zumo Shrine.
https://zelda-archive.fandom.com/wiki/The_Desert_Labyrinth,"""As you advanced through the Gerudo Desert and arrived in front of the suspicious ruins resting at the foot of Daval Peak, you heard a voice. It seems that, if you're able to make it through this labyrinth, you will receive a blessing.""
— Quest description
The Desert Labyrinth is a Shrine Quest in The Legend of Zelda: Breath of the Wild. The quest is automatically triggered upon discovering the South Lomei Labyrinth east of Gerudo Desert, by way of the Champion's Gate. The quest is completed upon discovery of Dila Maag Shrine at the center of the labyrinth, which is obscured by bars from above until it is discovered from within.
The quickest way to the Shrine within the labyrinth is to climb to the top of the walls and navigate to the partition between the northeast and southeast quadrants. From there, a platform covered with Malice is visible in the northernmost pathway of the southeast quadrant. Under this platform is a doorway which leads directly to the shrine."
https://zelda-archive.fandom.com/wiki/Trial_on_the_Cliff,"Trial on the Cliff is a Shrine quest in The Legend of Zelda: Breath of the Wild. The quest is obtained automatically upon entry of the North Lomei Labyrinth in the northeast Tabantha Tundra (easily visible on the Sheikah Slate's Map) and is completed once Link activates the Qaza Tokki Shrine at its center. The quickest way to the shrine is to climb the walls of the labyrinth and navigate to the area above the shrine directly in the middle. From there, head directly east and on either side of the two-block-wide path are two symmetric ""c"" shaped openings - looking down into the opening on the right reveals a blocked off section of the labyrinth containing several Electric Chuchus. In the north wall of this section is a gap which Link can use the Paraglider to access, landing on an elevated pathway. Following the pathway left (north) and up a set of stairs leads to a room containing the shrine."
https://zelda-archive.fandom.com/wiki/Trial_of_Thunder,"Trial of Thunder is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is obtained from the Sheikah Monk Toh Yahsa automatically as Link enters the Thundra Plateau just west of Ridgeland Tower in Hyrule Ridge. On the plateau itself are four statues with orb slots at their bases. The quest is completed once each orb is placed in front of its respective tower. Two orbs are on the plateau already (one being on top of its statue's head), and two rest on statues due east and west of the plateau which must be transported to the plateau using the Sheikah Slate's Stasis Rune. Once the quest is completed, Toh Yahsa Shrine emerges from the ground in the middle of the statues."
https://zelda-archive.fandom.com/wiki/The_Lost_Pilgrimage,The Lost Pilgrimage is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Tasho in the Great Hyrule Forest region. The objective is to stealthy follow Oaki in the Lost Woods until he reaches a place where a Shrine stands.
https://zelda-archive.fandom.com/wiki/The_Three_Giant_Brothers,"""The ancient orbs guarded by the giants of Mount Taran lead to the shrine.""
— Stone Tablet
The Three Giant Brothers is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is obtained once Link reads an inscription on  near three ancient dias platforms on Mount Taran over looking Taran Pass in the East Necluda region of Hyrule. There are three ancient orbs in the surrounding area, each guarded by three special variants of Hinox. Once all three of the orbs are placed in the pedestals, the quest is completed and the Tawa Jinn Shrine emerges from the ground in between them.
The Three Giants[]
""The ancient spheres guarded by the Mount Taran sentinels shall lead you to the hero's trial. Could the giants who inhabit the area hold the key to unlocking the trial?""
— Adventure Log description
The three Hinox variants are an eponymous Red Hinox called Hinox (Youngest Kin), a Blue Hinox called Hinox (Middle Kin), and a Black Hinox called Hinox (Oldest Kin). Each Hinox has Mount Taran listed as its location above its health meter though the Youngest Kin lives in Hanu Pond, the Middle Kin lives in Uten Marsh, and the Oldest Kin lives in Rabella Wetlands though these areas are all apparently considered part of Mount Taran. Link only has to acquire each sphere and place them in one of the three dias platforms. Link can steal the spheres to avoid combating the brothers altogether if he prefers a stealthy approach or fight them for them if he prefers a more aggressive direct approach. As long as he places the sphere in a platform he will no longer need to collect it though the brothers revive after being slain on a Blood Moon. Beyond their names, the ancient spheres, weapons worn on their necklaces they are no different than the specific Hinox tier they represent. Bokoblins near Hanu Pond and Rabella Wetlands can make fleeing with the spheres difficult though its really only an issue in Rabella Wetlands as the Bokoblins near Hanu Pond  far enough away from the Youngest Kin. Link can tackle the brothers in any order though its best to start with the Oldest Kin as he's the closet and strongest, then the Middle Kin as it removes it from Uten Marsh making travelling through the area with the Youngest Kin's sphere much easier. Its based to save the Youngest Kin for last as its the weakest and Link can simply steal its sphere if necessary after eliminating the other two. The brothers drop food which Link can use to restore his health. There is also a Cooking Pot near a small pond on nearby Firly Plateau where Link can cook food to prepare to confront the brothers."
https://zelda-archive.fandom.com/wiki/Trial_of_the_Labyrinth,"Trial of the Labyrinth is a Shrine quest in The Legend of Zelda: Breath of the Wild. The quest is obtained automatically upon entry of the maze on Lomei Labyrinth Island northeast of Akkala; a voice calls out to Link telling him that there is treasure to be found at its center. A Shrine is visible from the entrance, but access is blocked by bars along the front of its enclosure. The quickest way to the shrine is to climb to the top of the labyrinth walls (being careful to avoid detection by the Guardian Skywatchers patrolling the area) and navigate to the area above the enclosure. Once there, jumping into the maze at the southernmost side of the western wall reveals a path leading to a ladder. Once inside, Link can simply follow a spiraling corridor containing a few Keese directly to the shrine. The quest is completed once its Sheikah Slate terminal is activated, removing the bars across the front of the enclosure as well."
https://zelda-archive.fandom.com/wiki/The_Perfect_Drink,"The Perfect Drink is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Pokki at Misae Suma Shrine in the Gerudo Desert far southeast of Gerudo Town.
When Link first arrives at the shrine, he finds Pokki collapsed over its Sheikah Slate terminal in a state of exhaustion from having crossed the desert to find it herself. She despairs that if only she had a refreshing drink, she would be able to complete the shrine's challenge and claim its treasure.
Furosa who runs the Noble Canteen in Gerudo Town, upon hearing that her best customer is in need, informs Link that she can make a very refreshing drink called a Noble Pursuit if he were to bring her some ice from the Northern Icehouse, noting that Anche (the guard) is only active while the sun is out.
Anche, upon hearing that Furosa is in need, willingly supplies Link with a large block of ice which he must then carry south through the ruins leading back to Gerudo Town. This proves challenging as, in addition to the block of ice slowly melting in direct sunlight, the ruins are also infested with Bokoblins and Lizalfos. Once the ice is safely delivered to Furosa (who is graciously waiting at the southern edge of the ruins), she tells Link that he should let Pokki know there is a Noble Pursuit waiting for her at the Noble Canteen. Once Pokki hears about the drink, she hastily takes her leave from the Sheikah Slate terminal and returns to town, allowing Link to access Misae Suma Shrine."
https://zelda-archive.fandom.com/wiki/Guardian_Slideshow,"Guardian Slideshow is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is given by Loone on Puffer Beach in the Faron Grasslands region. To complete it, Link must use the Sheikah Slate's Camera Rune to take pictures of three different types of Guardians. Once Link has obtained these pictures, he must return to Loone, who will give him a ball she has named ""Roscoe""; when it is placed on the nearby pedestal, the Shoqa Tatone Shrine will rise from the ground."
https://zelda-archive.fandom.com/wiki/The_Crowned_Beast,"Link riding a mountain buck to complete the quest
""A beast that wears a crown of bone,Prancing through the lush green.Mount the beast upon its throne,For only then the shrine is seen.""
— Kass
The Crowned Beast is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Kass in the Rabia Plain. Kass recites a song passed down from his master regarding a nearby Ancient pedestal. The quest is completed when Link mounts a mountain buck and leads it to walk on the pedestal. Once complete, the Mezza Lo Shrine will emerge from the ground nearby."
https://zelda-archive.fandom.com/wiki/Shrouded_Shrine,"""Traveler from beyond these woods, you are now faced with a trial... find the shrine hidden in these dark ruins...""
— Ketoh Wawai
Shrouded Shrine is a Shrine quest from The Legend of Zelda: Breath of the Wild. The quest is obtained automatically upon entry of the Thyphlo Ruins north of the Great Hyrule Forest in Central Hyrule, and is completed once Link discovers the Ketoh Wawai Shrine somewhere within the ruins. The giver of this Shrine quest is innominate, but it can be assumed that the person giving the challenge is the Sheikah Monk Ketoh Wawai.
Navigating through Typhlo Ruins[]
After the unknown voice has issued the challenge of finding the Ketoh Wawai Shrine in the darkness, the entire area is shrouded by a jet-black fog, so dark that not even the Sun is able to shine through this darkness. If Link does not already have a torch before coming to this area, there will be one next to a bird-shaped lantern. Link has two options to work with at this point: he can either navigate the area using the ambient light of Daruk's Protection or pick up the torch nearby and light the bird-shaped lanterns.
Enemies in the Ruins[]
Link is definitely not alone in this area. There are Wolves, Stalkoblins, Fire Keese, Keese Swarms that will come in from the darkness and attempt to hinder Link's progress in finding the Shrine shrouded in the blackness. A Hinox guards the entrance to the Shrine. After either defeating the monster for the sphere on its neck or managing to steal it from the monster as it slumbers and put it in the hole further ahead, the shrine will rise from the ground and Link will have access to it."
https://zelda-archive.fandom.com/wiki/The_Silent_Swordswomen,"The Silent Swordswomen is a Shrine quest in The Legend of Zelda: Breath of the Wild. The quest is obtained from a Gerudo named Laine who guards the northwest entrance of Gerudo Town. She points out a statue of a Gerudo warrior with her sword extended, explaining that several such statues exist and are said to point the way to a great treasure hidden in the desert. Following the statues' direction will lead Link to Kema Zoos Shrine, where the quest will be completed on arrival. This quest is not necessary to access the shrine, and can be obtained after discovering it upon which the quest will be accepted and completed immediately when first speaking with Laine."
https://zelda-archive.fandom.com/wiki/Test_of_Will,"Test of Will is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is obtained from Bayge in northern Mount Nabooru, northeast of the Gerudo Canyon Stable. He, along with his 'Blood Brothers' Heehi and Kabetta challenge Link to a test of endurance, requiring him stand on a heated rock for a while without passing out. While on the second heated rock, Link is not allowed to wear heat-resistant gear and must suffer periodic damage from the heat, though food can be consumed to recover Heart Containers during the challenge or drink a Fireproof Elixir, which can outlast the second part of trial. Once it is completed, Joloo Nah Shrine emerges from the ground nearby."
https://zelda-archive.fandom.com/wiki/The_Two_Rings,"""When a single arrow threads two rings, the shrine will rise like birds on wings.""
— Kass
The Two Rings is a Shrine quest in The Legend of Zelda: Breath of the Wild. The quest is obtained from the wandering Rito minstrel Kass near a bridge along the path leading south out of Hyrule Ridge toward Nima Plain. He can be found standing on a rock on the north side of the bridge, playing his accordion as usual. Upon being approached, he will perform for Link the last song his master taught him before passing away which, as with the rest of his songs, is a hint for revealing a hidden shrine.
To complete the quest, Link must fire a single arrow such that it passes through the rings of two of the unusual stones scattered around the area. This can be accomplished by crouching before the north-westernmost such stone in the area and aiming for a similarly facing stone to the southeast. Once this is done, Sheem Dagoze Shrine will emerge from the ground nearby."
https://zelda-archive.fandom.com/wiki/The_Spring_of_Wisdom,"The Spring of Wisdom is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Medda at Hateno Village. The spring is found atop Mt. Lanayru. Upon discovery, Link will be given the challenge to fight Naydra. After Naydra is defeated Link will earn Naydra's scale, which will grant access to the shrine hidden behind the spring."
https://zelda-archive.fandom.com/wiki/The_Skull%27s_Eye,"The Skull's Eye is a side quest in The Legend of Zelda: Breath of the Wild. It is given by Jerrin in the Akkala Ancient Tech Lab in the Deep Akkala region. To complete it, Link must find the Zuna Kai Shrine on top of the left ""eye"" of Skull Lake."
https://zelda-archive.fandom.com/wiki/The_Test_of_Wood,The Test of Wood is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Damia in the Lost Woods of the Great Hyrule Forest region.
https://zelda-archive.fandom.com/wiki/The_Bird_in_the_Mountains,"""Molli in Rito Village told you a story about the lone ceder tree on the Hebra Mountains.""
""Once upon a time, my grandpa stopped at a big tree while he was climbing a big mountain and looked below him to the northwest. When suddenly he saw a HUGE snow-white birdie with its wings spread wide! My grandpa took off flying after the snow-white birdie. And as he got a little closer to the white birdie, Grandpa saw something SUPER important inside its belly!''""
— Adventure Log description
The Bird in the Mountains is a Shrine quest in The Legend of Zelda: Breath of the Wild. The quest is obtained from a fledgling Rito girl named Molli in Rito Village. When Link speaks with her, she asks if he wants to hear a story. If he answers yes, she will recite a story her grandfather would tell her before bed about a ""great white bird"" he once saw while climbing a tree in the Hebra Mountains north of the village. She remembers him mentioning something very important about something in the bird's stomach, but confides that she usually falls asleep before hearing what the secret is. She points out the tree to Link on Talonto Peak as it is visible from where she is perched.
After climbing the tree and looking where Molli said her grandfather saw the bird, Link discovers that it is truly a massive mountainous formation in the shape of a bird. Jumping off the tree and using the Paraglider to glide toward the formation, Mozo Shenno Shrine becomes visible in a small opening. The quest is completed once the shrine is activated.
Completing the quest is not necessary to access the shrine and if it is discovered beforehand, then the quest is accepted and completed simultaneously upon first speaking with Molli."
https://zelda-archive.fandom.com/wiki/The_Serpent%27s_Jaws,"Locations of Kass and the Shrine of Courage.
The Serpent's Jaws is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Kass at the Pagos Woods. Kass tells Link the following riddle: 
""Where the forest dragon splays its jaws,
A shrine sleeps with noble cause.""
Just northeast of Kass' location, a river can be viewed ending in what looks like a serpent's open mouth, with a few little teeth. Directly north of this river is the location of the Spring of Courage.
The Farosh's Scale is needed during this quest and must be dropped in front of the Goddess' Statue at the Spring of Courage to open a pathway to the hidden Shae Katha Shrine."
https://zelda-archive.fandom.com/wiki/The_Spring_of_Power,"The Spring of Power is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Nobo at the East Akkala Stable. She tells link about a legend regarding a ""sacred relic"" and a spring to the west of the stable. When he arrives at the Spring of Power, the goddess Hylia asks that he offer Dinraal's Scale to the spring. Once this is done, a door opens behind the statue revealing Tutsuwa Nima Shrine and the quest is completed."
https://zelda-archive.fandom.com/wiki/The_Stolen_Heirloom,"The Stolen Heirloom is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Impa at Kakariko Village. This quest allows Link to enter the Lakna Rokee Shrine after its completion.
Prerequisites[]
There are tasks that need to be completed before the events of this Shrine quest can start, Link must have helped out Pikango in finding the Great Fairy Fountain
and shown him a snapshot during the main quest ""Find the Fairy Fountain"". Link must have then found and wrangled up all ten of Cado's Cuccos during the side quest ""Flown the Coop"" and given Lasli five Sunset Fireflies during the side quest ""By Firefly's Light"".
Theft of the heirloom[]
The Yiga Blademaster and mastermind behind Dorian's theft of the heirloom
Sometime later after Link has assisted these folks, Link goes to Impa's house to find her and Paya distraught over the missing Sheikah Heirloom. This orb used to sit on Impa's right-hand side because it had been stolen right from under them. It was stolen sometime during the darkest hour of the night, and Paya and Impa currently have no leads as to who might have done it as none of the Sheikah villagers would dare enter Impa's home so brazenly and snatch the Heirloom and believes that those who were not native to the village were innocent, too.
Later that night, starting at 22:00, Link would notice that Dorian, one of the gatekeepers of Impa, is walking away from his post and is talking to himself about something relating to the incident. Link keeps a low profile and stealthily follows Dorian to what appears to be a pedestal for an orb. Dorian stops, looking for someone, when he arrives there... While Link moves closer, a Yiga Blademaster reveals himself, and it turns out this is the culprit who had stolen the Heirloom. The Blademaster also reveals that Dorian had joined the Yiga Clan sometime in the past, and he had surrendered his life the moment he left them. The Blademaster is then poised to be rid of Dorian as his usefulness had come to an end, until he notices Link watching from nearby and decides to get rid of Link.
After the defeat of the Blademaster, Dorian then confesses to Link about everything that had taken place before he had become the gatekeeper. Dorian was formerly a Yiga clansman until he had met his wife. Because of this, Dorian had turned his back on the Yiga, married the woman, and had two children with her. All was well until his past had come back to haunt him: the Yiga had ambushed his wife and killed her and they threatened to do the same to Dorian's children, so Dorian was being blackmailed into being a spy for the Yiga Dorian told them everything: Link's presence, info about Kakariko, and likely more. When Dorian felt strong enough in that he was sure he could protect his young ones, he no longer feared them until they threatened the lives of Impa and Paya if he did not do what they said.
Dorian then explains that the Heirloom was the key to the Shrine and recommends that Link use it. When Link does, the Shrine of Lakna Rokee rises from the ground. After this, Dorian then asks Link to keep what had just transpired on this night a secret as he does not want his children, Koko and Cottla, to have to pay the price of his actions. From there on, Dorian pledges loyalty to Kakariko Village and leaves the scene."
https://zelda-archive.fandom.com/wiki/The_Ceremonial_Song,"The Ceremonial Song is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is given to Link by Laruta on the bridge near Zora's Domain after completing the main Quest ""Divine Beast Vah Ruta"". She gives Link clues that using the Ceremonial Trident or the Lightscale Trident and doing a Downthrust onto a Shiekah plate reveals Dagah Keek Shrine. The quest concludes near Veiled Falls."
https://zelda-archive.fandom.com/wiki/Sign_of_the_Shadow,"""As light shines from the northwest skies, from the tower's shadow an arrow flies. Pierce heaven's light to reveal the prize.""
— Kass
Sign of the Shadow is a Shrine quest in The Legend of Zelda: Breath of the Wild. It is a quest given to Link by Kass, the Rito minstrel, atop Gerudo Tower. The quest is completed by firing an arrow towards the sun from an ancient platform or dais directly southeast of the tower while the tower's shadow is over the ridge in between 3:00 PM and 4:00. Once this is done, Sasa Kai Shrine will emerge from the ground near the platform. This may also be done between 1:00 AM and 2:00 AM by shooting an arrow towards the moon. The shrine's dais platform will glow during the time window that the arrow can be fired to activate and reveal the Shrine."
